author,content,description,photo_url,pub_date,source,title,url
msmash,"While this undoubtably true, I do want to point out that they're talking about the end of the century here. We do have a bit of time.This is not happening tomorrow.","By the end of this century, rising oceans will almost certainly flood the lands where tens of millions of people live as accelerating climate change warms the waters and melts ice sheets. From a report: But precise estimates of the vulnerable populations depe…",https://a.fsdn.com/sd/topics/earth_64.png,2019-10-29,Slashdot.org,Sea-Level Rise Could Flood Hundreds of Millions More Than Expected,https://science.slashdot.org/story/19/10/29/2027205/sea-level-rise-could-flood-hundreds-of-millions-more-than-expected
Manish Singh,"India said on Wednesday it plans to spend nearly $6 billion to revive loss-making state-funded telecom operators Bharat Sanchar Nigam Ltd (BSNL) and Mahanagar Telephone Nigam Ltd (MTNL).
In a press conference, telecom minister Ravi Shankar Prasad said today … [+2353 chars]","India said on Wednesday it plans to spend nearly $6 billion to revive loss-making state-funded telecom operators Bharat Sanchar Nigam Ltd (BSNL) and Mahanagar Telephone Nigam Ltd (MTNL). In a press conference, telecom minister Ravi Shankar Prasad said today t…",https://techcrunch.com/wp-content/uploads/2019/10/GettyImages-1083997782.jpg?w=616,2019-10-23,TechCrunch,India to spend $6 billion to revive telecom operators BSNL and MTNL,http://techcrunch.com/2019/10/23/india-bsnl-mtnl-merger/
https://www.facebook.com/bbcnews,"Image copyrightAFPImage caption
 Flooding this week devastated the southern French town of Béziers
At least three people have died after floods hit the south of France, France's Interior Ministry confirmed.
About 2,000 firefighters and rescue workers were … [+3208 chars]",The town of Béziers saw two months' average rainfall fall in just six hours on Wednesday morning.,https://ichef.bbci.co.uk/news/1024/branded_news/16981/production/_109354529_91b3c33a-84a2-4ddc-9a41-4a49645bf081.jpg,2019-10-24,BBC News,Severe flooding in south of France leaves three dead,https://www.bbc.co.uk/news/world-europe-50169525
hermesauto,"HONG KONG (REUTERS) - Hong Kong is preparing for a weekend of demonstrations, including a human chain at major subway lines on Friday (Oct 18) and a democracy march on Sunday, the latest moves in more than four months of anti-government protests.
It has been… [+2427 chars]",Hong Kong braces for weekend of fresh anti-government protests The Straits Times Hong Kong pro-democracy march organizer brutally attacked ABS-CBN News Angry emojis flood Hong Kong leader's Facebook Live chat Rappler Hong Kong legislature disrupted again as l…,https://www.straitstimes.com/sites/default/files/styles/x_large/public/articles/2019/10/18/nz_hkprot_181090.jpg?itok=rQ3p70P-,2019-10-18,Straitstimes.com,Hong Kong braces for weekend of fresh anti-government protests - The Straits Times,https://www.straitstimes.com/asia/east-asia/hong-kong-braces-for-weekend-of-fresh-anti-government-protests
,"The number of devices connected to the Internet is expected to exceed 1 trillion devices over the next decade or so. The timeline is a bit fuzzy, in part because no one is actually counting all of these devices, but the implications are pretty clear. A data d… [+4366 chars]","So much data, so little time to process it.",https://i1.wp.com/semiengineering.com/wp-content/uploads/2019/09/berlin-1156844_1280.jpg?fit=1280%2C853&ssl=1,2019-09-30,Semiengineering.com,The Great Data Flood Ahead,https://semiengineering.com/the-great-data-flood-ahead/
"USA TODAY, Elizabeth Weise, USA TODAY","Climate activist Greta Thunberg, in an emotional speech at the United Nations chided world leaders with the repeated phrase, ""how dare you?"" (Sept. 23)
 AP, AP
Greta Thunberg, the 16-year-old Swedish climate activist who spoke so passionately before the Uni… [+6585 chars]",Greta Thunberg is the target of a flood of online abuse and scores of misinformation and conspiracy theories.,"https://www.gannett-cdn.com/presto/2019/09/19/USAT/917c7820-b80a-4ecf-b602-4c4cf597e8f8-EPA_epaselect_USA_GRETA_THUNBERG_CONGRESS.JPG?crop=3232,1818,x0,y142&width=3200&height=1680&fit=bounds",2019-10-02,USA Today,Online haters are targetting Greta Thunberg with conspiracy theories and fake photos,https://www.usatoday.com/story/news/nation/2019/10/02/climate-change-activist-greta-thunberg-targeted-online-trolls/3843196002/?utm_source=google&utm_medium=amp&utm_campaign=speakable
Christopher Carbone,"Rising seas this century could flood coastal areas that up to 480 million people call home, according to a study published on Tuesday.
Scientists at Climate Central, a research and advocacy group, used a new digital model to estimate coastal elevation that i… [+1729 chars]","Rising seas this century could flood coastal areas that up to 480 million people call home, according to a study published on Tuesday.",https://static.foxnews.com/foxnews.com/content/uploads/2019/10/mumbai-sea-getty-images.jpg,2019-10-29,Fox News,"Sea-level rise could threaten up to 480 million people, new study claims",https://www.foxnews.com/science/sea-level-rise-threaten-480-million-people-study
,"Late in Tegan and Sara Quin’s new book about their formative years in Calgary, the twins go to a New Year’s Eve party that somehow leads to a harrowing car chase.
It’s one of the more surreal passages from High School, the Quin sisters’ often funny and occas… [+5377 chars]","Tegan & Sara revisit their youth in memoir about early life in Calgary Calgary Herald Reviews Tegan and Sara Hey, I'm Just Like You While compiling research for their new Exclaim! Tegan and Sara Rewrite the Queer Coming-of-Age Story The Atlantic Tegan and Sar…",https://postmediacalgaryherald2.files.wordpress.com/2019/09/1001_arts_feat_tegan_and_sara-w.jpg,2019-09-30,Calgaryherald.com,Tegan & Sara revisit their youth in memoir about early life in Calgary - Calgary Herald,https://calgaryherald.com/entertainment/local-arts/tegan-amp-sara-revisit-their-youth-memoir-about-early-life-in-calgary
The Canadian Press,"KAMAISHI, Japan Canada will leave the Rugby World Cup winless for the second straight tournament, with the weather tying its hands this time.
Tournament organizers decided to cancel Canada's final Pool B game against Namibia because of Typhoon Hagibis. The g… [+3148 chars]","Typhoon causes Canada-Namibia to be cancelled at Rugby World Cup TSN Deadly Typhoon Hagibis plows north after paralyzing Tokyo area CBC.ca 7 dead after Typhoon Hagibis paralyzes Tokyo, moving on to northern Japan Global News Rugby World Cup: Scotland v Japan …",https://www.tsn.ca/polopoly_fs/1.1368029!/fileimage/httpImage/image.jpg_gen/derivatives/landscape_620/matt-evans-team-canada.jpg,2019-10-12,Www.tsn.ca,Typhoon causes Canada-Namibia to be cancelled at Rugby World Cup - TSN,https://www.tsn.ca/typhoon-causes-a-3rd-game-to-be-cancelled-at-rugby-world-cup-1.1380402
BBC News,VideoThe village of Castelletto d'Orba was cleaning up after being hit by a flood of river water and mud. Dozens of people were moved from their homes as rivers burst their banks.,The village of Castelletto d'Orba cleans up after being hit by a flood of river water and mud.,https://ichef.bbci.co.uk/news/1024/branded_news/9455/production/_109337973_p07rslbl.jpg,2019-10-23,BBC News,Italy flood hits village of Castelletto d'Orba,https://www.bbc.co.uk/news/av/world-europe-50151721/italy-flood-hits-village-of-castelletto-d-orba
Associated Press,"TOKYO &gt;&gt; Helicopters plucked people from their flooded homes on Sunday as rescue efforts went into full force in wide areas of Japan after a powerful typhoon unleashed heavy rainfall on Tokyo and surrounding areas, leaving at least seven dead and 15 mis… [+3569 chars]",Rescue efforts begin after typhoon causes flooding in Japan Honolulu Star-Advertiser Japan hit by biggest typhoon in decades - BBC News BBC News Fierce typhoon hits northern Japan after paralyzing Tokyo Reuters Typhoon Hagibis Slams Into Japan After Landslide…,https://www.staradvertiser.com/wp-content/uploads/2019/10/web1_9152983-b26b8939e5aa46c79fed62305be52c46.jpg,2019-10-12,Staradvertiser.com,Rescue efforts begin after typhoon causes flooding in Japan - Honolulu Star-Advertiser,https://www.staradvertiser.com/2019/10/12/breaking-news/heavy-rain-winds-lash-tokyo-as-powerful-typhoon-hits-japan/
,"Lebanon's influential Hezbollah leader Hassan Nasrallah said on Saturday that the Shia movement does not want the government to resign, as mass anti-government protests entered its third day.Prime Minister Saad Hariri, who has accused rival groups in the gove… [+607 chars]",Lebanon's Nasrallah backs government amid raging protests Al Jazeera English Protests sweep Lebanon as fury at ruling elite grows CBC.ca Thousands flood Lebanon’s streets in third day of anti-government protests The Globe and Mail I don't blame the Lebanese r…,https://i.ytimg.com/vi/fTqilhb2fZM/maxresdefault.jpg,2019-10-19,Youtube.com,Lebanon's Nasrallah backs government amid raging protests - Al Jazeera English,https://www.youtube.com/watch?v=fTqilhb2fZM
Michael Powell,"Schlissels candor mortified alumni, and he soon stopped his lips from flapping.
Pete Carroll, the Seattle Seahawks coach and once a bowl-winning coach at the University of Southern California, can evince a refreshing irreverence about the football-industrial… [+2059 chars]","The state’s new law, which lets college athletes profit from endorsements, sends the defenders of a failed model of amateurism to the ramparts.",https://static01.nyt.com/images/2019/10/05/sports/04PowellCollegeCorruptions-print/merlin_161609910_b81a1509-2a66-484d-b4ed-2edde6a8e7e1-facebookJumbo.jpg,2019-10-05,The New York Times,"California Tells the N.C.A.A. to Share, and It Pitches a Fit",https://www.nytimes.com/2019/10/04/sports/california-tells-the-ncaa-to-share-and-it-pitches-a-fit.html
https://www.facebook.com/bbcnews,"Image copyrightEPAImage caption
 A display in Tokyo's Shinjuku railway station shows passengers information about the typhoon
Typhoon Hagibis has made landfall in Japan, bringing heavy rain and strong winds to Tokyo and its surrounding areas.
Hagibis - mea… [+2047 chars]",Strong winds and heavy rain batter Japan as the worst typhoon in decades makes landfall.,https://ichef.bbci.co.uk/news/1024/branded_news/23BE/production/_109205190_6d3d6373-475e-4ebb-ad50-484edf40c626.jpg,2019-10-12,BBC News,"In pictures: Typhoon Hagibis brings strong winds, rain to Japan",https://www.bbc.co.uk/news/world-asia-50026451
"Jennifer Gray, CNN","(CNN)Winds as strong as those in a tropical storm are pummeling New England on Thursday morning as a storm known as a bomb cyclone knocks out power and promises to disrupt travel in the region through the end of the workweek. 
The storm ""is now parked over s… [+2444 chars]",Winds as strong as those in a tropical storm are pummeling New England on Thursday morning as a storm known as a bomb cyclone knocks out power and promises to disrupt travel in the region through the end of the workweek.,https://cdn.cnn.com/cnnnext/dam/assets/191017071844-weather-bomb-cyclone-wind-20191017-super-tease.jpg,2019-10-17,CNN,A bomb cyclone is knocking out power and disrupting travel in the Northeast,https://www.cnn.com/2019/10/17/weather/bomb-cyclone-new-york-boston/index.html
Colin Stevens,"Over the weekend, Fortnite Season 10 ended with a black hole devouring the game's island map, leaving fans (and parents) confused as to why they can't play Fortnite.While it's clear Fortnite will return relatively soon with a Chapter 2, and probably an entire… [+3433 chars]","Over the weekend, Fortnite Season 10 ended with a black hole deleting the game's island map, leaving fans (and parents) confused as to why they can't play Fortnite.",https://assets1.ignimgs.com/2019/10/14/fortnite-1571075952965.png?width=1280,2019-10-14,IGN,Confused Parents Flood Fortnite's Support Line During Black Hole Event,https://www.ign.com/articles/2019/10/14/fortnites-black-hole-event-is-confusing-a-whole-lot-of-players-parents
AP,"HONG KONG (AP) Thousands of black-clad protesters marched in central Hong Kong as part of multiple pro-democracy rallies Tuesday urging Chinas Communist Party to return power to the people as the party celebrated its 70th year of rule.
Protesters defied a po… [+4325 chars]",Black-clad demonstrators held multiple pro-democracy rallies in Hong Kong on Tuesday as China’s Communist Party celebrated its 70th year of rule.,https://img.huffingtonpost.com/asset/5d92fb8c210000330050eed1.jpeg?cache=djwchmlwfa&ops=1778_1000,2019-10-01,Huffpost.com,Thousands Of Pro-Democracy Protesters Flood Hong Kong Streets On China’s National Day,https://www.huffpost.com/entry/hong-kong-protest-china-national-day_n_5d92f957e4b0019647ade595
Mary Papenfuss,"Hundreds of protesters in black “Stand With Hong Kong” T-shirts filled seats at a Brooklyn Nets game Friday to protest the National Basketball Association’s failure to stand up for anti-government Hong Kong demonstrators because of business concerns.
The fan… [+1850 chars]",Protesters slam NBA for kowtowing to China.,https://img.huffingtonpost.com/asset/5daa8cba200000f313506276.jpeg?cache=gJ2MXKTu2v&ops=1200_630,2019-10-19,Huffpost.com,Hundreds Flood Brooklyn Nets Game In ‘Stand With Hong Kong’ T-Shirts,https://www.huffpost.com/entry/nets-nba-stand-with-hong-kong-shirts_n_5daa7f73e4b0422422c50d61
Steve Holland,"WASHINGTON (Reuters) - Some allies of U.S. President Donald Trump say they are eager to defend him against impeachment allegations but have been confounded by the White House’s inability to settle on a clear strategy for confronting the charges. 
With Trump … [+4216 chars]",Some allies of U.S. President Donald Trump say they are eager to defend him against impeachment allegations but have been confounded by the White House's inability to settle on a clear strategy for confronting the charges.,https://s4.reutersmedia.net/resources/r/?m=02&d=20191001&t=2&i=1436014752&w=1200&r=LYNXMPEF903FX,2019-10-01,Reuters,Some Trump allies eager to defend him but frustrated by White House inaction,https://www.reuters.com/article/us-usa-trump-whistleblower-strategy-idUSKBN1WG4SE
"bwinck@businessinsider.com (Ben Winck), Ben Winck",Reuters<ul><li>The latest purchasing managers' surveys from IHS Markit and the Institute for Supply Management detail slowing growth for manufacturing and services across both regions.</li><li>The warning signs come amid new risks of a trade war between the U… [+4768 chars],"Reuters The latest purchasing managers' surveys from IHS Markit and the Institute for Supply Management detail slowing growth for manufacturing and services across both regions. The warning signs come amid new risks of a trade war between the US and EU, with …",,2019-10-04,Business Insider,A flood of new data from the US and eurozone suggests recession risks are flashing red. Here's a full rundown of the wreckage.,https://www.businessinsider.com/next-recession-signaled-by-new-manufacturing-service-data-us-eurozone-2019-10
Debal Deb,"One scorching summer day in 1991, having spent hours surveying the biodiversity of sacred groves in southern West Bengal, India, I approached Raghu Murmu’s hut to rest. Raghu, a young man of the Santal tribe, sat me under the shade of a huge mango tree while … [+25343 chars]","Long-forgotten varieties of the staple crop can survive flood, drought and other calamities. The challenge is bringing them back -- Read more on ScientificAmerican.com",https://static.scientificamerican.com/sciam/cache/file/7C6F98FE-C63B-4B83-916EDA9A6913C36B.jpg,2019-10-15,Scientificamerican.com,The Struggle to Save Heirloom Rice in India,https://www.scientificamerican.com/article/the-struggle-to-save-heirloom-rice-in-india/
Marley Jay,"As investors try harder and harder to protect themselves against growing uncertainty and stock-market volatility, Goldman Sachs says they're forgetting an old Wall Street rule: ""Know what you're buying.""
Strategist Ben Snider said investors are piling into m… [+2630 chars]","Goldman Sachs strategist Ben Snider says investors who are trying to avoid market volatility through ""min vol"" strategies might be taking on a lot more risk than they realize. The tactic involves investing in the stocks with the least volatile prices, since t…",https://image.businessinsider.com/5d97a860a4107d14cf2b41c2?width=1200&format=jpeg,2019-10-07,Business Insider,"As nervous investors flood into trades designed to minimize volatility, Goldman says they're confusing steady prices with real stability — and could be courting disaster",https://www.businessinsider.com/min-vol-more-dangerous-than-investors-realize-says-goldman-sachs-2019-10
Reuters Videos,"The storm left a miles-long swath of destruction through Dallas, hitting near the Love Field airport in the city's north, the National Weather Service's (NWS) Weather Prediction Center in College Park Maryland said early on Monday.
All tornado warnings have … [+274 chars]","The storm left a miles-long swath of destruction through Dallas, hitting near the Love Field airport in the city's north, the National Weather Service's (NWS) Weather Prediction Center in College Park Maryland said early on Monday. All tornado warnings have b…",https://s.yimg.com/ny/api/res/1.2/PNF_26Tm5rxaHwZVD0qWFA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyODA7aD03MjA-/https://s.yimg.com/uu/api/res/1.2/apWMu9JsXN15sx_lwjaqKQ--~B/aD01NDA7dz05NjA7c209MTthcHBpZD15dGFjaHlvbg--/http://d.yimg.com/hd/cp-video-transcode/prod/2019-10/21/5dadc5f42273410dde48ea79/5dadc5f42273410dde48ea7a_o_U_v2.jpg,2019-10-21,Yahoo.com,Homes destroyed after Dallas tornado,https://news.yahoo.com/homes-destroyed-dallas-tornado-143952938.html
Max Golembo,"After burying Montana, a winter storm moves east Monday, with flash flooding and a severe weather threat in store for the Great Plains and Midwest.
Interested in Weather?
Add Weather as an interest to stay up to date on the latest Weather news, video, and a… [+1576 chars]","After hitting Montana, a winter storm moves east Monday, with flash flooding and a severe weather threat in store for the Great Plains and Midwest.",https://s.abcnews.com/images/US/montana-snowfall-20190930_hpMain_20190930-080944_16x9_992.jpg,2019-09-30,ABC News,Winter storm moves east after dumping up to 4 feet of snow on parts of Montana,https://abcnews.go.com/US/winter-storm-moves-east-dumping-feet-snow-montana/story?id=65951586
Sahar Esfandiari,"Flooding in Japan from Typhoon Hagibis has destroyed a third of its fleet of futuristic bullet trains, which are worth around ¥32.8 billion ($300 million), according to The Japan Times. 
The damage was caused as heavy rainfall sent water cascading into a tra… [+1277 chars]","Flooding from Typhoon Hagibis has destroyed a fleet of bullet trains worth ¥32.8 billion ($300 million), according to The Japan Times. The flooded bullet train yard was in Nagano, a city to the northwest of Tokyo. The East Japan Railway Company said 10 trains…",https://image.businessinsider.com/5da598374af909019c491492?width=1200&format=jpeg,2019-10-15,Business Insider,Japan's Typhoon Hagibis wrecked its fleet of bullet trains worth $300 million,https://www.businessinsider.com/typhoon-hagibis-destroys-bullet-trains-worth-300-million-in-japan-2019-10
Joe Maring,"10-19-2019 09:17 PM
Bezels aside, as I think this bezel hysteria is just damn stupid, but why did Google knee cap this phone so bad?
I mean, at 800 for a base model, you have got to get it right.
Pixel fan: WE LOVE THE FINGERPRINT SCANNER!
Google: Okay, g… [+159 chars]","Let's chat with the AC forums. Google officially launched the Pixel 4 and 4 XL this past Friday, opening the flood gates for everyone to get their hands on the company's latest and greatest flagships. There's a lot on offer with the Pixel 4 series, and while …",https://www.androidcentral.com/sites/androidcentral.com/files/styles/large/public/article_images/2019/10/google-pixel-4-hands-5.jpg?itok=l7bmmEag,2019-10-21,Androidcentral.com,Do you think the Pixel 4 is a fail?,https://www.androidcentral.com/do-you-think-pixel-4-fail
Nicholas Sutrich,"Beginning with Windows 10 Insider Preview Build 18999 (20H1), Windows 10 users will be able to take entire phone calls on their PC thanks to the updated 'Your Phone' app.
Taking calls via the 'Your Phone' app isn't anything new for Samsung users, but the res… [+1555 chars]",What was once a Samsung-only feature now comes to all Windows 10 Insiders with an Android phone. What you need to know Windows 10 Insider users can now make and take phone calls right from their computer. Windows 10 Insider Build 18999 (20H1) enables the func…,https://www.androidcentral.com/sites/androidcentral.com/files/styles/large/public/article_images/2019/10/windows-10-your-phone-app-call.jpg?itok=1nXjycA7,2019-10-09,Androidcentral.com,Latest Windows Insider build brings Android phone calls to your PC,https://www.androidcentral.com/latest-windows-insider-build-brings-android-phone-calls-your-pc
"feedback@businessinsider.com (Lauren Frias), Lauren Frias","With Halloween just around the corner, this Iowa family won't need to spend any money on spooky house decorations.
The Lestina family was getting ready to put their home in Bagley, Iowa, on the market, when they discovered that their basement had flooded — w… [+1415 chars]","The Lestina family was getting ready to put their home in Bagley, Iowa, on the market, when they discovered that their basement had flooded — with animal blood. The Lestinas live next to Dahl's Meat Locker, and the two buildings share a drainage system. Howev…",https://image.businessinsider.com/5da7e606695b58716e39c140?width=1200&format=jpeg,2019-10-17,Insider.com,An Iowa family came home to a spooky sight: their basement was flooded with animal blood and remains,https://www.insider.com/iowa-family-came-home-to-flooded-basement-animal-blood-remains-2019-10
Max Golembo,"After a spate of record highs, there's at least one more day of heat in the South.
Interested in Weather?
Add Weather as an interest to stay up to date on the latest Weather news, video, and analysis from ABC News.
There were nearly 150 all-time October re… [+1684 chars]","After a spate of record highs, there's at least one more day of heat in the South.",https://s.abcnews.com/images/US/south-heat-20191004_hpMain_20191004-074650_16x9_992.jpg,2019-10-04,ABC News,Historic heat in the South will give way to a frosty weekend for the Northeast,https://abcnews.go.com/US/day-historic-heat-south-give-frosty-weekend-northeast/story?id=66056247
Reuters,"(Reuters) - A tornado plowed through parts of northern Dallas late on Sunday, knocking out power to more than 175,000 homes and businesses and delaying flights at regional airports, officials said.
The storm left a miles-long swath of destruction through Dal… [+1089 chars]","The storm left a miles-long swath of destruction through Dallas, hitting near the Love Field airport in the city's north, the National Weather Service's (NWS) Weather Prediction Center in College Park Maryland said early on Monday. All tornado warnings have b…",https://s.yimg.com/ny/api/res/1.2/QH6vikieV9pU3HjsATt13Q--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyODA7aD03MjA-/https://s.yimg.com/uu/api/res/1.2/uG90gpbqq5dmekysJM8OZQ--~B/aD03MjA7dz0xMjgwO3NtPTE7YXBwaWQ9eXRhY2h5b24-/https://slick-prod.s3-us-west-2.amazonaws.com/slick_thumb/yahooNews-312480-1571654077824.jpg,2019-10-21,Yahoo.com,"Tornado ravages north Dallas, leaving thousands without power",https://news.yahoo.com/tornado-ravages-north-dallas-leaving-053719557.html
msmash,"Eating meat is bad for the climate -- or at least that was one of the main conclusions highlighted in a flood of news reports based on the U.N. Intergovernmental Panel on Climate Change's August report, Climate Change and Land. Before you give up your animal … [+1647 chars]",Eating meat doesn't have as big of an impact on the environment as you've been told. From a report: Eating meat is bad for the climate -- or at least that was one of the main conclusions highlighted in a flood of news reports based on the U.N. Intergovernment…,https://a.fsdn.com/sd/topics/earth_64.png,2019-10-07,Slashdot.org,Can Vegetarianism Stop Climate Change?,https://science.slashdot.org/story/19/10/07/1842225/can-vegetarianism-stop-climate-change
Evan Malachosky,"An art installation and a call to action, this light flood depicts life alongside rising water Daan Roosegaarde’s WATERLICHT project, an LED light and lens show, has appeared in several cities since its conception in 2016. From Rotterdam and Toronto to Dubai … [+1800 chars]","An art installation and a call to action, this light flood depicts life alongside rising water Daan Roosegaarde’s WATERLICHT project, an LED light and lens show, has appeared in several cities since its conception in 2016. From Rotterdam and Toronto to Dubai …",https://i1.wp.com/coolhunting.com/wp-content/uploads/2019/10/WATERLICHSCHOKLAND.jpg?fit=1200%2C675&ssl=1,2019-10-22,Coolhunting.com,Daan Roosegaarde’s “Waterlicht” Pop-Up in New York,http://coolhunting.com/design/daan-roosegaardes-waterlicht-pop-up-in-new-york/
Max Golembo,"A storm system will move through the South today with heavy rain that could cause flash flooding.
Interested in Weather?
Add Weather as an interest to stay up to date on the latest Weather news, video, and analysis from ABC News.
Already this morning ahead… [+1432 chars]",A storm system will move through the South today with heavy rain that could cause flash flooding.,https://s.abcnews.com/images/US/red-sky-nyc-gty-ps-191015_hpMain_16x9_992.jpg,2019-10-15,ABC News,"Heavy rains pick up in the South, Nor'easter coming to Northeast",https://abcnews.go.com/US/heavy-rains-pick-south-noreaster-coming-northeast/story?id=66281170
