author,content,description,photo_url,pub_date,source,title,url
"USA TODAY, Marco della Cava, USA TODAY","Fire crews in Northern California are working to smother wildfires using aircraft to drop water and fire retardant before windstorms return to the area. About 156,000 people were under mandatory evacuation orders. (Oct. 29)
 AP, AP
SANTA ROSA, Calif. Built … [+8797 chars]","Chased from their homes by the Kincade Fire, California evacuees take refuge at Veterans Memorial Auditorium in Santa Rosa, other Red Cross shelters.","https://www.gannett-cdn.com/presto/2019/10/30/USAT/a09c794d-1260-4ebd-940e-6f66e77dee94-Puppies.jpg?crop=1820,1024,x0,y136&width=1600&height=800&fit=bounds",2019-10-30,USA Today,'When I smelled that smoke... here we go again': Weary Californians seek shelter amid latest wildfire outbreak,https://www.usatoday.com/story/news/nation/2019/10/29/kincade-fire-california-wildfire-evacuees-angry-and-thankful/2502227001/?utm_source=google&utm_medium=amp&utm_campaign=speakable
Nathan Yau,"The Warriors’ Championship Path
As expected, this time, the Golden State Warriors won the …",This month PG&E has been shutting down power to thousands of households in northern California because of high winds and wildfire risk. A lot of electrical equipment in the area is dated and in…,https://i1.wp.com/flowingdata.com/wp-content/uploads/2019/10/Fire-risk-and-bad-circuits.png?fit=1200%2C804&ssl=1,2019-10-29,Flowingdata.com,Worst performing circuits mapped with fire risk,https://flowingdata.com/2019/10/29/worst-performing-circuits-mapped-with-fire-risk/
Colin Dwyer,"A fallen utility pole operated by Pacific Gas and Electric rests Monday on a burned-out property in Healdsburg, Calif. The community was just one of many in Sonoma County affected by the Kincade fire, which has swelled to a size larger than San Francisco.
Ph… [+3814 chars]","The Kincade fire has burned over 75,000 acres in Northern California, while another blaze is 5 percent contained in Los Angeles. Gusty conditions will make the job even tougher for firefighters.",https://media.npr.org/assets/img/2019/10/29/gettyimages-1178671610_wide-b8afa78484f15e2da0ba450ca5c36e118b6ddf90.jpg?s=1400,2019-10-29,Npr.org,Firefighters Brace For 'Critical 24-Hour Window' As Winds Pick Up In California,https://www.npr.org/2019/10/29/774355965/firefighters-brace-for-critical-24-hour-window-as-winds-pick-up-in-california
https://www.facebook.com/bbcnews,"Image copyrightParty DelightsImage caption
 Party retailers have reported a huge sales increase in gender reveal merchandise
On Saturday, a woman died at a gender reveal party - a celebration announcing whether expectant parents will be having a boy or girl… [+6475 chars]",A woman's death at a gender reveal party has prompted wider questions about the trend.,https://ichef.bbci.co.uk/news/1024/branded_news/7502/production/_109445992_genderreveal.jpg,2019-10-30,BBC News,The dangers – physical and psychological – of gender reveal parties,https://www.bbc.co.uk/news/world-us-canada-50207452
Tyler Cowen,"2.""Maybe someday, the party will return to having honorable leaders like Bush, McCain, and Romney. Until then, count me out."" 
Yeaaahhh... Okay","1. Andrew Roberts on Napoleon. 2. Greg Mankiw quits the Republican Party. 3. Has there been a Trump deregulation? 4. Bryan Caplan on his new graphic novel with Zack Weinersmith, Open Borders. 5. Does wildfire mitigation work? 6. Good Ted Nordhaus thread on th…",https://marginalrevolution.com/wp-content/uploads/2016/10/MR-logo-thumbnail.png,2019-10-29,Marginalrevolution.com,Tuesday assorted links,https://marginalrevolution.com/marginalrevolution/2019/10/tuesday-assorted-links-236.html
"Linh Anh Cat, Contributor, Linh Anh Cat, Contributor https://www.forbes.com/sites/linhanhcat/","Flames close in on cars parked along a country road at the Blue Cut Fire on August 17, 2016 near ... [+] Wrightwood, California.
Getty Images
Californias fire season is in full force, with the Kincade fire currently burning in the Bay Area, and the Getty Fi… [+6785 chars]","After wildfire, soil microbes undergo changes that then impact humans. From culinary delicacies to toxic compounds, check out three ways wildfires impact soil microbes.",https://thumbor.forbes.com/thumbor/600x315/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F591628100%2F960x0.jpg,2019-10-29,Forbes.com,What Happens To Soil Microbes After Wildfire?,https://www.forbes.com/sites/linhanhcat/2019/10/29/soil-microbes-after-wildfire/
Reuters,"Firefighters work on a house destroyed by a wildfire called the Getty Fire in Los Angeles. (Source: AP)
A fast-moving wildfire on Monday destroyed at least five multimillion-dollar homes in one of the wealthiest neighborhoods in Los Angeles and forced celebr… [+3155 chars]","Among neighborhoods under evacuation orders was the posh area of Brentwood, a section on the west side of the city. On the northern edge of Brentwood, a cluster of several multimillion-dollar homes were reduced to smoldering debris along a street festooned wi…",https://images.indianexpress.com/2019/10/wildfire-california-759.jpg?w=759,2019-10-29,Indianexpress.com,"Celebrities flee, multimillion-dollar homes burn in Los Angeles wildfire",https://indianexpress.com/article/world/celebrities-flee-multimillion-dollar-homes-burn-in-los-angeles-wildfire-6092382/
Alexander Smith,"Almost 200,000 Californians have been ordered to evacuate as ferocious winds drove several wildfires near Los Angeles, San Francisco and elsewhere. Many fear they may yet again return to a home ravaged by fire.
For Californians in fire-prone areas, this has … [+5009 chars]",An approach that is far softer than a heavy-handed building ban could achieve the same ends.,http://s.marketwatch.com/public/resources/MWimages/MW-HU266_califo_ZG_20191029173841.jpg,2019-10-29,Marketwatch.com,The Conversation: How to protect taxpayers after the California wildfires end and the rebuilding starts,https://www.marketwatch.com/story/how-to-protect-taxpayers-after-the-california-wildfires-end-and-the-rebuilding-starts-2019-10-29
Johnny Simon,"The Kincade fire in northern Californias Sonoma County has burned more than 74,000 acres so far, and is expected to grow as fast moving winds continue to fuel it.
As of this morning it was 15% contained, up from 5% few days ago, but in that time the size of … [+1611 chars]","The fire is only 15% contained, with ferocious winds on the horizon.",https://cms.qz.com/wp-content/uploads/2019/10/GettyImages-1178685399-e1572367746722.jpg?quality=75&strip=all&w=1400,2019-10-29,Qz.com,Photos: The aftermath of the fast-moving Kincade fire,https://qz.com/1737544/the-aftermath-of-the-fast-moving-kincade-fire-in-photos/
"The Onion on Sports, shared by The Onion to The Onion",,"All the latest sports coverage from The Onion, America's finest news source.","https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/xvs14baim5qt5b2m4blw.jpg",2019-10-30,Theonion.com,Lakers Forced To Play Half-Court Against Grizzlies As Wildfire Consumes South End Of Staples Center,https://sports.theonion.com/lakers-forced-to-play-half-court-against-grizzlies-as-w-1839453598
,"SONOMA COUNTY, Calif. (KGO) -- The Kincade Fire has spread to 74,324 acres and is 15 percent contained. Of the 123 structures destroyed, CAL FIRE says 57 are homes. Of the 20 structures damaged, officials say 12 are homes.CAL FIRE issued an evacuation warning… [+6221 chars]","Kincade Fire: New evacuation warning issued for parts of Lake County KGO-TV Here's every fire burning in Southern California today KABC-TV Wildfire in Los Angeles: Over 40,000 told to evacuate, emergency declared WAVY.com Kincade Fire: CAL FIRE says Sonoma Co…","https://cdn.abcotvs.com/dip/images/5654877_102819-kgo-kincade-fire-joel-tina-chandler-in-sr-house-img_Image_00-00-33,17.jpg?w=1600",2019-10-29,Abc7news.com,Kincade Fire: New evacuation warning issued for parts of Lake County - KGO-TV,https://abc7news.com/officials-say-kincade-fire-is-now-74000-acres-15-percent-contained/5655955/
"Mario Koran in Santa Rosa, Vivian Ho in Oakland and agencies","Photograph: Xinhua/Barcroft Media
Millions of Californians prepared for days of darkness as the United States largest utility once again said it was switching off power to prevent powerful winds from damaging its equipment and sparking more fires.
Meanwhile… [+5844 chars]","* Kincade fire threatens 90,000 structures as new blackouts planned * ‘Extreme red flag warning’ issued in south Fire near the Getty Museum in Los Angeles on Monday. Photograph: Xinhua/Barcroft MediaMillions of Californians prepared for days of darkness as th…",https://s.yimg.com/ny/api/res/1.2/1UrjkR7WkTtRVWr5hrNRzg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEwMDA7aD02MDA-/https://s.yimg.com/uu/api/res/1.2/TiGGops5zbtitenHq2tF8A--~B/aD0zMDA7dz01MDA7c209MTthcHBpZD15dGFjaHlvbg--/https://media.zenfs.com/en-GB/the_guardian_765/e033d9349c195722e5da10679d33d097,2019-10-29,Yahoo.com,California: fierce winds may spread blazes as millions lose power,https://news.yahoo.com/california-fierce-winds-may-spread-144526465.html
Nick Allen,"There is a massive water tank, containing one million gallons, under the car park to fight approaching fires, and the gardens contain fire-resistant shrubs.
Outside walls are covered with 1.2 million square feet of thick, fire-resistant travertine stone, and… [+560 chars]","The defences of the iconic Getty Center art museum in Los Angeles were being tested as a wildfire raged nearby, but officials said masterpieces would not be removed.",https://www.telegraph.co.uk/content/dam/news/2019/10/29/TELEMMGLPICT000214448204-xlarge_trans_NvBQzQNjv4Bq3480UNUU8UfSxDSaY1n7MGtT0gK_6EfZT336f62EI5U.jpeg?imwidth=1200,2019-10-29,Telegraph.co.uk,Van Gogh and Rembrandt masterpieces will stay inside Getty Center as wildfire approaches,https://www.telegraph.co.uk/news/2019/10/29/van-gogh-rembrandt-masterpieces-will-stay-inside-getty-center/
,"Hand crews work a wildfire-damaged hillside as the Getty Fire burns in Mandeville Canyon, Oct. 28, 2019, in Los Angeles. (Marcio Jose Sanchez/Getty Images)
Jump to:Evacuations|Closures | Air Quality |Weather Conditions |Additional Resources
The weather has … [+9507 chars]",Getty Fire: 656 Acres Burned As Firefighters Brace For Extreme Winds Tonight LAist A wildfire is getting close to the Getty Museum. Here's why they're not moving the art CNN UCLA to resume classes Tuesday as Getty fire continues to move away from campus Daily…,https://laistassets.scprdev.org/i/acc9fc26469bfe11c756fe68555ec8a8/5db7710fc92b3500089d2995-eight.jpg,2019-10-29,Laist.com,Getty Fire: 656 Acres Burned As Firefighters Brace For Extreme Winds Tonight - LAist,https://laist.com/2019/10/29/getty-fire-day-2-evacuations-closures.php
Reuters,"LOS ANGELES: A wildfire raged through some of Los Angeles' upscale neighborhoods on Tuesday, prompting city officials to chide wealthy evacuees to remember to tell their housekeepers and gardeners not to enter the danger zone.
Wind-driven blazes were burning… [+3202 chars]","LA officials reminded wealthy evacuees to alert their service employees of the danger in light of news reports that several turned up for work at some of the 10,000 homes and businesses under smoky skies in the mandatory evacuation zone.","https://img.etimg.com/thumb/msid-71810223,width-1070,height-580,imgsize-639011,overlay-economictimes/photo.jpg",2019-10-29,The Times of India,"As wildfire rages in Los Angeles, city tells wealthy to warn staff of dangers",https://economictimes.indiatimes.com/news/international/world-news/as-wildfire-rages-in-los-angeles-city-tells-wealthy-to-warn-staff-of-dangers/articleshow/71810159.cms
KCRA Staff,"SONOMA COUNTY, Calif. —More than 80,000 homes remain threatened by a 75,000-acre wildfire thats burning in Sonoma County.
The Kincade Fire has grown to 75,415 acres -- roughly the size of the city of Sacramento -- as of Tuesday morning, according to Cal Fire… [+3577 chars]","57 homes destroyed as Kincade Fire continues to burn in Sonoma County KCRA Sacramento Kincade Fire: Checking in with evacuees in Sonoma County ABC10 Kincade Fire: Harrowing dashcam video shows San Francisco firefighters driving into flames, embers hitting win…","https://kubrick.htvapps.com/htv-prod-media.s3.amazonaws.com/images/vlcsnap-2019-10-25-19h15m45s622-1572229918.png?crop=1.00xw:1.00xh;0,0&resize=1200:*",2019-10-29,Kcra.com,57 homes destroyed as Kincade Fire continues to burn in Sonoma County - KCRA Sacramento,https://www.kcra.com/article/kincade-fire-sonoma-county/29622545
"Priya Shukla, Contributor, Priya Shukla, Contributor https://www.forbes.com/sites/priyashukla/","LOS ANGELES, Oct. 28, 2019 -- Fire is seen near Getty Center in Los Angeles, the United States, Oct. ... [+] 28, 2019. Thousands of residents were forced to evacuate their homes after a fast-moving wildfire erupted early Monday morning near the famous Getty C… [+5791 chars]","The Getty Museum was built to withstand wildfires, which is why its artwork does not need to be evacuated.",https://thumbor.forbes.com/thumbor/600x315/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F1178703011%2F960x0.jpg,2019-10-29,Forbes.com,Why The Getty Museum’s Art Pieces Don’t Need To Be Evacuated During Wildfires,https://www.forbes.com/sites/priyashukla/2019/10/29/why-the-getty-museums-art-pieces-dont-need-to-be-evacuated-during-wildfires/
newsfeedback@fool.com (Motley Fool Transcribers),"Image source: The Motley Fool.
Edison International (NYSE:EIX)Q3 2019 Earnings CallOct 29, 2019, 4:30 p.m. ET
Contents:
<ul><li>Prepared Remarks</li><li>Questions and Answers</li><li>Call Participants</li></ul>Prepared Remarks:
Operator
Good afternoon an… [+57522 chars]","EIX earnings call for the period ending September 30, 2019.",https://g.foolcdn.com/editorial/images/1/featured-transcript-logo-template.jpg,2019-10-30,Fool.com,Edison International (EIX) Q3 2019 Earnings Call Transcript,https://www.fool.com/earnings/call-transcripts/2019/10/29/edison-international-eix-q3-2019-earnings-call-tra.aspx
"USA TODAY, Editors, USA TODAY","Ukraine expert scheduled to appear as part of Trump impeachment inquiry
Lt. Col. Alexander Vindman, a top Trump administration Ukraine expert, is scheduled to appear before House panels Tuesday as part of the impeachment inquiry investigation. Vindman, who s… [+4204 chars]","Trump's top Ukraine expert appears before House panels, Game 6 of the World Series, California continues to battle wildfires and more news to know Tuesday.",https://www.gannett-cdn.com/-mm-/352c73c0cfa53d31e8784787bd64cd4a6de0310c/c=0-172-2657-1667/local/-/media/2019/10/29/USATODAY/usatsports/usatsi_13558636-e1572298373224.jpg?width=1600&height=800&fit=crop,2019-10-29,USA Today,"Top Ukraine expert appears before House panels, Game 6 of the World Series: 5 things to know Tuesday",https://www.usatoday.com/story/news/2019/10/29/impeachment-game-6-world-series-chicago-schools-5-things-know/2485327001/?utm_source=google&utm_medium=amp&utm_campaign=speakable
Katie Nicholson,"The developer promised people who'd lost everything in the wildfire that ravaged Fort McMurray, Alta., that it would rebuild their homes so they could ""get their lifestyle back.""
But some of the folks who signed with BristleCone Homes say they faced a slew o… [+10954 chars]","The Pendergasts' home was reduced to six inches of ash after a wildfire tore through Fort McMurray, Alta., in May 2016. What followed was no easier. They say their battle with the developer they hired to rebuild their home left them frustrated by months of de…",https://i.cbc.ca/1.5338891.1572304056!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_620/pendergast.jpg,2019-10-29,CBC News,"Fort McMurray residents who lost it all in wildfire face delays, liens and lawsuits in fight with builder",https://www.cbc.ca/news/canada/fort-mcmurray-fire-rebuild-delays-lawsuits-1.5338762
newsfeedback@fool.com (Lou Whiteman),"What happened
Shares of PG&amp;E(NYSE:PCG) lost nearly half of their value in two trading days as a new wave of wildfires and power shutdowns cast fresh doubts on the bankrupt utility's restructuring plans. On Tuesday bargain hunters stepped in, sending PG&a… [+1887 chars]","After two days of dramatic declines, bargain hunters are rushing in.",https://g.foolcdn.com/editorial/images/544330/power-transmission-lines-source-getty.jpg,2019-10-29,Fool.com,Why Shares of PG&E Are Climbing Today,https://www.fool.com/investing/2019/10/29/why-shares-of-pge-are-climbing-today.aspx
Alissa Walker,AP Photo/Ethan Swope The state has worked for over 40 years to successfully reduce emissions—but that never gets mentioned when hillsides burn I don’t expect people who don’t live here to understand what it’s like. Trying to fall sleep as the ominous scent se… [+6367 chars],The state’s successful 40-year campaign to reduce emissions never gets mentioned in wildfire coverage.,https://cdn.vox-cdn.com/thumbor/teklLArSJcc5B2MwKKnHBGOIOTI=/0x146:2280x1340/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/19329151/AP_19300863572731.jpg,2019-10-29,Curbed.com,Don’t lecture California about fires. Look at the state’s climate action.,https://www.curbed.com/2019/10/29/20937249/california-wildfires-climate-change-emissions
,"Firefighters douse the smoldering remains of a house in the area where the Getty Fire is burning on Oct. 28, 2019. The fire broke out overnight near a major freeway and quickly spread south and west, sending people fleeing in the dark. (Apu Gomes/AFP via Gett… [+14049 chars]","Getty Fire: 618 Acres Burned, 10000 Asked To Evacuate laist.com Getty Fire: Burns off 405 Freeway in Los Angeles ABC10 Flashback: Getty Center Threatened by Wildfire in 2017 Breitbart Brush Fire Near L.A.'s Getty Center Forces Evacuations Hollywood Reporter S…",https://laistassets.scprdev.org/i/cce204ace50d8891f021cdeb50f7c896/5db7686dc92b3500089d2979-eight.jpg,2019-10-29,Laist.com,"Getty Fire: 618 Acres Burned, 10000 Asked To Evacuate - laist.com",https://laist.com/2019/10/28/getty-fire-mandeville-canyon-evacuations.php
Jeff Tollefson,"Smoke swirls around a firefighter helping to tackle the Kincade wildfire burning in northern California.Credit: Stephen Lam/REUTERS
Wildfires whipped up by hurricane-force winds have led to evacuations and precautionary power outages across California over t… [+3084 chars]",Blackouts and blazes prompt university closures and uncertainty over when life can return to normal.,https://media.nature.com/lw1024/magazine-assets/d41586-019-03302-z/d41586-019-03302-z_17323808.jpg,2019-10-29,Nature.com,California scientists weather disruptions from wildfires and power outages,https://www.nature.com/articles/d41586-019-03302-z?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+nature%2Frss%2Fcurrent+%28Nature+-+Issue%29
Jeff Tollefson,"Smoke swirls around a firefighter helping to tackle the Kincade wildfire burning in northern California.Credit: Stephen Lam/REUTERS
Wildfires whipped up by hurricane-force winds have led to evacuations and precautionary power outages across California over t… [+3084 chars]",Blackouts and blazes prompt university closures and uncertainty over when life can return to normal.,https://media.nature.com/lw1024/magazine-assets/d41586-019-03302-z/d41586-019-03302-z_17323808.jpg,2019-10-29,Nature.com,California scientists weather disruptions from wildfires and power outages,https://www.nature.com/articles/d41586-019-03302-z
Mike Luery,"LARKFIELD-WIKIUP, Calif. —More than 4,100 firefighters were on the front lines Monday battling the Kincade Fire both on the ground and from the air. 
Cal Fire deployed massive resources from across California in an effort to get an upper hand on the blaze, g… [+1482 chars]",Calm winds aid firefighters battling Kincade Fire KCRA Sacramento How firefighters valiantly blocked Kincade fire from torching Windsor homes Santa Rosa Press Democrat Crews race to control Kincade Fire before winds return KTVU San Francisco KINCADE FIRE: Fir…,"https://kubrick.htvapps.com/vidthumb/51651bbb-e419-4aed-a2fc-d0b089817c70/51651bbb-e419-4aed-a2fc-d0b089817c70_image.jpg?crop=0.779xw:0.777xh;0.156xw,0&resize=1200:*",2019-10-29,Kcra.com,Calm winds aid firefighters battling Kincade Fire - KCRA Sacramento,https://www.kcra.com/article/kincade-fire-sonoma-county-wildfire-firefighters-california/29616364
"Jill Tucker, Sarah Ravani, Megan Cassidy, Evan Sernoffsky","The wind was again fanning flames of the massive Kincade Fire Tuesday morning, with firefighters bracing for yet another battle to keep the blaze from reaching homes and jumping Highway 101.
Officials advised residents to be ready to run, with 24 hours of wi… [+6893 chars]",Winds pick up Tuesday morning as crews work to hold line on massive Kincade Fire San Francisco Chronicle Latest: 'We're not taking this wind event lightly': Officials worry Kincade fire could push toward Santa Rosa Santa Rosa Press Democrat Latest: Kincade Fi…,https://s.hdnux.com/photos/01/06/51/22/18519205/7/rawImage.jpg,2019-10-29,Sfchronicle.com,Winds pick up Tuesday morning as crews work to hold line on massive Kincade Fire - San Francisco Chronicle,https://www.sfchronicle.com/california-wildfires/article/Kincade-Fire-surpasses-75-000-acres-as-crews-hold-14570835.php
"Maggie Angst, Joseph Geha, Casey Tolan, Thy Vo, Jason Green","CLICK HERE if you are having a problem viewing the photos or video on a mobile device.
SANTA ROSA — After the Kincade Fire swelled to more than 74,000 acres Monday, calmer winds brought some relief — even if short-lived — in the fight against the blaze that … [+9020 chars]","Kincade fire crews brace for more high winds, PG&E plans another massive power shutdown The Mercury News Latest: Kincade Fire grows to 74324 acres, evacuation warnings in Lake County SFGate California wildfires ""critical"" due to weather CBS This Morning Lesso…",https://www.mercurynews.com/wp-content/uploads/2019/10/SJM-L-KINCADE-1029-2.jpg?w=1024&h=693,2019-10-29,Mercurynews.com,"Kincade fire crews brace for more high winds, PG&E plans another massive power shutdown - The Mercury News",http://www.mercurynews.com/not-out-of-the-woods-yet-kincade-firefighters-prepare-for-next-wave-of-high-winds
Kyle Goon,"EL SEGUNDO The first alert on his phone came around 1:30 a.m., just a few hours after LeBron James and the Lakers had finished wrapping up a 120-101 win over Charlotte.
The second came about 15 minutes later, and 15 minutes after that, the James family had s… [+4910 chars]","LeBron James details Getty Fire evacuation, commends first responders OCRegister A wildfire is getting close to the Getty Museum. Here's why they're not moving the art CNN Lakers' LeBron James Sent Taco Truck to First Responders Fighting Getty Wildfire Bleach…",https://www.ocregister.com/wp-content/uploads/2019/10/Lakers-Warriors-Basketball-1-3-3.jpg?w=1024&h=683,2019-10-29,Ocregister.com,"LeBron James details Getty Fire evacuation, commends first responders - OCRegister",http://www.ocregister.com/lebron-james-details-getty-fire-evacuation-commends-first-responders
Kate Yoder,"There’s no doubt about it: The climate crisis is scary. Have you read ""The Uninhabitable Earth"" yet? My sister made the mistake of reading it before bed recently and then had an “apocalypse dream” where she was “one of the remaining humans scrounging for life… [+2943 chars]","From ""ghost forests"" to ""zombie diseases,"" climate change has brought us a ghoulish vocabulary",https://media.salon.com/2015/05/defense-anthrax.jpeg.jpg,2019-10-29,Salon.com,"This Halloween, scare your friends with some climate crisis vocabulary",https://www.salon.com/2019/10/29/this-halloween-scare-your-friends-with-some-climate-crisis-vocab_partner/
Alix Martichoux,"<ul><li>The size of the Kincade Fire compared to San Francisco.
The size of the Kincade Fire compared to San Francisco.
 Photo: Screenshot Via Google Maps
</li></ul>
The size of the Kincade Fire compared to San Francisco.
The size of the Kincade Fire com… [+2994 chars]",Maps: The size of the Kincade Fire compared to major cities SFGate Evacuation advisory issued for Middletown as Kincade Fire battle continues Napa Valley Register Officials provide the latest information on the Kincade Fire burning in Sonoma County KCRA News …,https://s.hdnux.com/photos/01/06/50/60/18517019/3/rawImage.png,2019-10-29,Sfgate.com,Maps: The size of the Kincade Fire compared to major cities - SFGate,https://www.sfgate.com/california-wildfires/article/kincade-fire-size-acres-damage-sonoma-north-bay-14569036.php
