title,author,source,description,content,pub_date,url,urlToImage
"Far more people are threatened by rising seas than scientists realized, a study shows: 'The magnitude of the numbers speaks for itself'",Aylin Woodward,Business Insider,"The number of people threatened by sea-level rise and high-tide flooding around the world could be triple previous estimates, according to a new study. The research found that 110 million people currently live below the high-tide line, and 250 million live on…","Say we stopped emitting greenhouse gases overnight; by the year 2100, the world's oceans would still likely rise another foot and a half.
More realistically, we'll likely see seas get 2 or 3 feet higher.
The projected flooding from that sea-level rise threa… [+6361 chars]",2019-10-29,https://www.businessinsider.com/sea-levl-rise-flooding-risk-higher-estimates-2019-10,https://image.businessinsider.com/5db74512dee019393f42c929?width=1200&format=jpeg
Climate Change Is Going to Transform Where and How We Build,John D. Macomber,Hbr.org,"Will we reinforce, rebuild, rebound, restrict, or retreat?","As fires, floods, and droughts increasingly threaten homes, businesses, and other institutions, climate risk has become financial risk. A National Bureau of Economic Research paper recently concluded that mortgages written on homes in exposed locations are be… [+7571 chars]",2019-10-16,https://hbr.org/2019/10/climate-change-is-going-to-transform-where-and-how-we-build,https://hbr.org/resources/images/article_assets/2019/10/Oct19_16_531201227.jpg
The Energy Observer is a boat that makes its fuel out of seawater,Daniel Cooper,Engadget,"Energy Observer is a vessel powered only by energy that it generates itself, be it the onboard solar panels, wind turbines or a hydrogen fuel cell. It's a floating laboratory, PR stunt and clean-energy evangelist all at once, showing how the future of transpo…","""We test and mix a number of different [energy-generation] technologies, but the secret is in the mix,"" explained project manager Louis Noël Vivies. The vessel is covered in 168 square meters of solar panels, both laminated onto the shell and in rigid racks o… [+6271 chars]",2019-10-08,https://www.engadget.com/2019/10/08/energy-observer-solar-hydrogen-power-boat/,https://o.aolcdn.com/images/dims?thumbnail=1200%2C630&quality=80&image_uri=https%3A%2F%2Fo.aolcdn.com%2Fimages%2Fdims%3Fcrop%3D1800%252C1200%252C0%252C0%26quality%3D85%26format%3Djpg%26resize%3D1600%252C1067%26image_uri%3Dhttps%253A%252F%252Fs.yimg.com%252Fos%252Fcreatr-uploaded-images%252F2019-10%252F37b4d110-e9da-11e9-b36d-95aaafd9521f%26client%3Da1acac3e1b3290917d92%26signature%3D4f1cba7dbe754e8aebdffa0abb9d372f4865efa1&client=amp-blogside-v2&signature=769ef7dcaff066b69bc1441c566a72de73768dc3
Should you buy a Wi-Fi 6 router in 2019?,Samuel Contreras,Androidcentral.com,"Best answer: Yes, if you have an older router you should consider getting one, especially since they've started to come down in price. If you already have a fast 802.11AC router it won't be worth it, however. Entry level Wi-Fi 6 networking: Netgear Nighthawk …","Are the routers ready?
If it's time for you to buy a new router or you need to get your first router, it's worth it to be ready for new Wi-Fi devices. Wi-Fi 6 can handle more devices at once and will be able to keep speed and latency more consistent even und… [+2104 chars]",2019-10-01,https://www.androidcentral.com/should-you-buy-wi-fi-6-router,https://www.androidcentral.com/sites/androidcentral.com/files/styles/large/public/article_images/2019/09/orbi-wifi-6-ax6000-lifestyle.jpg?itok=vIjMd0w0
Hearthstone Streamers Respond In Aftermath Of Controversial Blitzchung Ruling,Joshua Calixto,Kotaku.com,"In the days since Chung “blitzchung” Ng Wai received a one-year suspension from the Hearthstone esports scene following his support for the ongoing protests in Hong Kong in the middle of a stream, the community has become a hotbed for politically charged disc…","In the days since Chung blitzchung Ng Wai received a one-year suspension from the Hearthstone esports scene following his support for the ongoing protests in Hong Kong in the middle of a stream, the community has become a hotbed for politically charged discus… [+8396 chars]",2019-10-11,https://kotaku.com/hearthstone-streamers-respond-in-aftermath-of-controver-1838973106,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/xumvbtotmxr3v8gb3weq.jpg"
Some Trump allies eager to defend him but frustrated by White House inaction,By Steve Holland,Yahoo.com,Some allies of U.S. President Donald Trump say they are eager to defend him against impeachment allegations but have been confounded by the White House's inability to settle on a clear strategy for confronting the charges. With Trump leading his own defense i…,"By Steve Holland
WASHINGTON (Reuters) - Some allies of U.S. President Donald Trump say they are eager to defend him against impeachment allegations but have been confounded by the White House's inability to settle on a clear strategy for confronting the char… [+4214 chars]",2019-10-01,https://news.yahoo.com/trump-allies-eager-defend-him-210357033.html,https://s.yimg.com/ny/api/res/1.2/dV1IbHKwFTWsqgFIKNLj8A--/YXBwaWQ9aGlnaGxhbmRlcjt3PTg5ODtoPTYwMA--/https://s.yimg.com/uu/api/res/1.2/OLgx4j0iRcgqOSn0rLvBew--~B/aD0zMDA7dz00NDk7c209MTthcHBpZD15dGFjaHlvbg--/https://media.zenfs.com/en-US/reuters.com/f54866869ca97353e1fd4d81f51464bb
Behold the glowing Yooperlite rocks of Lake Superior,Rob Beschizza,Boingboing.net,"Described by their finder as "" Yoopalite "" rocks, a cache of fluorescent sodalite-laced stones was found on a Michigan beach. The apparently bland, well-weathered pebbles light up under 365nm; agate-hunter Erik Rintamaki discovered them in 2017 while experime…","Earth, Mars and now Titan form an exclusive club among the solar system’s celestial bodies: dust storms. Titan is an intriguing world in a way quite similar to Earth. In fact, it is the only moon of the Solar System with a substantial atmosphere and the only … [+1556 chars]",2019-09-30,https://boingboing.net/2019/09/30/behold-the-glowing-yooperlite.html,https://i1.wp.com/media.boingboing.net/wp-content/uploads/2019/09/yooperlite-rock-4.jpg?fit=1200%2C900&ssl=1
Two curved skylights flood sunlight into Oculi House by O' Neill Rose Architects,Kristine Klein,Dezeen.com,"<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd""> Two elliptical skylights puncture the carved, white plaster ceiling over the living areas in this New York City brownstone, which has been overhauled by…",,2019-10-15,http://www.dezeen.com/2019/10/15/skylights-oculi-house-o-neill-rose-architects/,https://static.dezeen.com/uploads/2019/10/dezeen-awards-2019-oculi-house-sq_b.jpg
UPDATE 1-Bangladesh to move Rohingya to flood-prone island next month,By Ruma Paul,Yahoo.com,"Bangladesh will start relocating Rohingya Muslims to a flood-prone island off its coast next month as several thousand refugees have agreed to move, a government official said on Sunday. Dhaka wants to move 100,000 refugees to Bhasan Char – a Bay of Bengal is…","(Adds details)
By Ruma Paul
DHAKA, Oct 20 (Reuters) - Bangladesh will start relocating Rohingya Muslims to a flood-prone island off its coast next month as several thousand refugees have agreed to move, a government official said on Sunday.
Dhaka wants to … [+2005 chars]",2019-10-20,https://news.yahoo.com/1-bangladesh-move-rohingya-flood-130833956.html,https://s.yimg.com/cv/apiv2/social/images/yahoo_default_logo-1200x1200.png
"Wells Fargo Prediction: American Banks Will Automate Away 200,000 Jobs By 2030",EditorDavid,Slashdot.org,"An anonymous reader quotes Gizmodo: Over the next decade, U.S. banks, which are investing $150 billion in technology annually, will use automation to eliminate 200,000 jobs, thus facilitating ""the greatest transfer from labor to capital"" in the industry's his…","An anonymous reader quotes Gizmodo:
Over the next decade, U.S. banks, which are investing $150 billion in technology annually, will use automation to eliminate 200,000 jobs, thus facilitating ""the greatest transfer from labor to capital"" in the industry's hi… [+2405 chars]",2019-10-07,https://hardware.slashdot.org/story/19/10/07/0244242/wells-fargo-prediction-american-banks-will-automate-away-200000-jobs-by-2030,https://a.fsdn.com/sd/topics/ai_64.png
Angadi welcomes flood relief,Special Correspondent,The Hindu,"Union Minister of State for Railways Suresh Angadi welcomed the Union government’s decision to release ₹1,200 crore to flood-hit Karnataka, but feigned ignorance about the amount sought by Karnataka.","Union Minister of State for Railways Suresh Angadi welcomed the Union governments decision to release 1,200 crore to flood-hit Karnataka, but feigned ignorance about the amount sought by Karnataka. 
I welcome the decision and thank Prime Minister Modi and Ho… [+738 chars]",2019-10-06,https://www.thehindu.com/news/national/karnataka/angadi-welcomes-flood-relief/article29612684.ece,https://www.thehindu.com/static/theme/default/base/img/og-image.jpg
"'Goliath Is Winning': The Biggest U.S. Banks Are Set to Automate Away 200,000 Jobs",Brian Merchant,Gizmodo.com,"Over the next decade, U.S. banks, which are investing $150 billion in technology annually, will use automation to eliminate 200,000 jobs, thus facilitating “the greatest transfer from labor to capital” in the industry’s history. The call is coming from inside…","Over the next decade, U.S. banks, which are investing $150 billion in technology annually, will use automation to eliminate 200,000 jobs, thus facilitating the greatest transfer from labor to capital in the industrys history. The call is coming from inside th… [+5126 chars]",2019-10-03,https://gizmodo.com/goliath-is-winning-the-biggest-u-s-banks-are-set-to-a-1838740347,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/sasxgjpsr3faa6bmxh0v.jpg"
Company That Profits Off Political Misinformation Says It's Going to Do More to Stop It,Dell Cameron,Gizmodo.com,"After a month of blistering criticism over Facebook’s decision to help more politicians lie in online advertisements, the company has conveniently announced an update on its efforts to shield American voters from the misinformation chronically afflicting its …","After a month of blistering criticism over Facebooks decision to help more politicians lie in online advertisements, the company has conveniently announced an update on its efforts to shield American voters from the misinformation chronically afflicting its p… [+3897 chars]",2019-10-21,https://gizmodo.com/company-that-profits-off-political-misinformation-says-1839236544,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/jxb9eqvo98k9e2yofjmn.jpg"
Americans Are Already Moving Away From the Rising Water's Edge,"Brian Kahn on Earther, shared by Andrew Couts to Gizmodo",Gizmodo.com,"The U.S. is slowly being gripped by a flooding crisis as seas rise and waterways overflow with ever more alarming frequency. An idea at the forefront for how to help Americans cope is so-called managed retreat, a process of moving away from affected areas and…","The U.S. is slowly being gripped by a flooding crisis as seas rise and waterways overflow with ever more alarming frequency. An idea at the forefront for how to help Americans cope is so-called managed retreat, a process of moving away from affected areas and… [+5008 chars]",2019-10-09,https://earther.gizmodo.com/americans-are-already-moving-away-from-the-rising-water-1838914613,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/wmxufhrnajcdpr8z0ypb.jpg"
Wall Street is souring on Netflix ahead of earnings. Here's why 6 firms have cut their price targets in recent weeks. (NFLX),Daniel Strauss,Business Insider,Netflix's third-quarter earnings report is going to be critical for the company to prove to investors it can weather the onslaught of streaming competitors set to flood the space in the coming months. The streaming giant has lost more than 20% of its market v…,<ul><li>Netflix's third-quarter earnings report is going to be critical for the company to prove to investors it can weather the onslaught of streaming competitors set to flood the space in the coming months. </li><li>The streaming giant has lost more than 20… [+2412 chars],2019-10-16,https://www.businessinsider.com/netflix-q3-earnings-preview-wall-street-firms-sour-before-report-2019-10,https://image.businessinsider.com/5d11064fe3ecba76360210d7?width=1200&format=jpeg
Shaq weighed in on the NBA's ongoing feud with China and defended Daryl Morey just minutes before the first game of the season tipped off,Meredith Cash,Business Insider,"Shaquille "" Shaq "" O'Neal supported Houston Rockets general manager Daryl Morey for his tweet expressing support for protesters in Hong Kong that subsequently incited a controversy between the NBA and China. The NBA legend's comments came during a broadcast o…","Just minutes before the first game of the 2019-2020 NBA season tipped off, Shaquille ""Shaq"" O'Neal publicly defended Houston Rockets general manager Daryl Morey for his tweet expressing support for protesters in Hong Kong that subsequently incited a controver… [+2437 chars]",2019-10-22,https://www.businessinsider.com/shaq-nba-china-daryl-morey-was-right-2019-10,https://image.businessinsider.com/5daf8b69cc4a0a0d8179deb3?width=1200&format=jpeg
A disgraced Tor developer has resurfaced to testify against one of his accusers,Russell Brandom,The Verge,Bitcoin developer Peter Todd has filed a defamation claim against Isis Lovecruft who has accused him of rape and harassment. The case has resulted in a surprising testimony from disgraced Tor developer Jacob Appelbaum.,"New allegations against a bitcoin developer spurred a deposition from Jacob Appelbaum
Photo by Ingo Wagner / Getty Images
In the summer of 2016, a flood of abuse allegations came out against celebrity Tor developer Jacob Appelbaum, a shocking blow to one of… [+6852 chars]",2019-10-02,https://www.theverge.com/2019/10/2/20895270/jacob-appelbaum-peter-todd-rape-allegations-defamation-bitcoin-tor,https://cdn.vox-cdn.com/thumbor/QjYjrRLVMwCgjZSfE7JjC7URQns=/0x300:3733x2254/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/19253276/1040241490.jpg.jpg
Aquatic hitchhikers might have taken a ride on Hurricane Dorian’s floodwaters,Justine Calma,The Verge,"Hurricane Dorian has passed, but people and ecosystems are still dealing with its fallout. In the wake of a major storm, it’s not just people who migrate. Plants and animals can hitch a ride on floodwaters, leading to the spread of invasive species.","Researchers are keeping an eye out for the Cuban treefrog to see if it spread to new areas thanks to Hurricane Dorian Hurricane Dorian has passed, but people and ecosystems are still dealing with its fallout. In the wake of a major storm, it’s not just people… [+6072 chars]",2019-10-02,https://www.theverge.com/2019/10/2/20895091/hurricane-dorian-flood-invasive-non-native-species,https://cdn.vox-cdn.com/thumbor/FVYbi2F1FIBzNnnpKDm2CZALyos=/0x174:2600x1535/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/19252981/1154255863.jpg.jpg
Fierce typhoon hits northern Japan after paralysing Tokyo - The Globe and Mail,Kiyoshi Takenaka,The Globe And Mail,"Fierce typhoon hits northern Japan after paralysing Tokyo The Globe and Mail Heavy rain, winds lash Tokyo as powerful typhoon approaches CBC.ca Tokyo braces for worst typhoon in 6 decades Global News Typhoon causes Canada-Namibia to be cancelled at Rugby Worl…","Firefighters patrol on a flooded road due to heavy rains caused by Typhoon Hagibis at Ota ward in Tokyo, Japan, October 12, 2019.
KYODO/Reuters
Four people were killed and 17 were missing after the most powerful typhoon to hit Japan in decades paralysed Tok… [+3931 chars]",2019-10-12,https://www.theglobeandmail.com/world/article-fierce-typhoon-hits-northern-japan-after-paralysing-tokyo/,https://www.theglobeandmail.com/resizer/5cGOV3R-jhKTqfRMX9scVn3dqZk=/1200x0/filters:quality(80)/arc-anglerfish-tgam-prod-tgam.s3.amazonaws.com/public/4A4IBT7QTJGH7FS7XG6GLEPZT4.JPG
"Four dead, 17 missing as fierce typhoon pounds Tokyo - Manila Bulletin",Allysa Nievera,Mb.com.ph,"Four dead, 17 missing as fierce typhoon pounds Tokyo Manila Bulletin 1 dead as 'unprecedented' Typhoon Hagibis nears Japan ABS-CBN News Heavy rain, winds lash Tokyo as powerful typhoon nears INQUIRER.net Rugby World Cup: Japan-Scotland match goes ahead after …","By Reuters
TOKYO  – Seven people were killed and 15 were missing after the most powerful typhoon to hit Japan in decades paralyzed Tokyo, flooding rivers and leaving almost half a million homes without power, public broadcaster NHK reported on Sunday.
A Shi… [+4182 chars]",2019-10-13,https://news.mb.com.ph/2019/10/13/seven-killed-15-missing-as-fierce-typhoon-pounds-tokyo/,https://news.mb.com.ph/wp-content/uploads/2019/10/Seven-killed-15-missing-as-fierce-typhoon-pounds-Tokyo.jpg
Sam Darnold officially ruled out for Eagles vs. Jets - Bleeding Green Nation,Brandon Lee Gowton,Bleedinggreennation.com,"Sam Darnold officially ruled out for Eagles vs. Jets Bleeding Green Nation 2019 One Jets Drive: ""Perspective"" | New York Jets | NFL New York Jets Jets' Sam Darnold says he feels ready but won't risk life ESPN New York Jets Flight Connections 10/4/19 Gang Gree…","The Philadelphia Eagles wont be facing Sam Darnold this weekend, as expected. The New York Jets officially ruled out their starting quarterback who has been dealing with mononucleosis for Sundays Week 5 game. 
Instead, the Jets will be starting third string … [+1655 chars]",2019-10-04,https://www.bleedinggreennation.com/2019/10/4/20898700/sam-darnold-injury-mono-illness-news-jets-vs-eagles-game-nfl-week-5-luke-falk-quarterback-starting,https://cdn.vox-cdn.com/thumbor/E8Nc50WQvEbmA6hbSqkKwOO7VXw=/0x0:3600x1885/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/19256304/1164741463.jpg.jpg
Oil behemoth Exxon starts trial for alleged climate fraud,Mark Kaufman,Mashable,"Exxon is in hot water. The State of New York sued the Exxon Mobil Corporation for fraud, and the oil giant could not squirm out of what will almost certainly become a historic trial. New York alleges that Exxon deceived its investors about how much looming cl…","Exxon is in hot water.
The State of New York sued the Exxon Mobil Corporation for fraud, and the oil giant could not squirm out of what will almost certainly become a historic trial. New York alleges that Exxon deceived its investors about how much looming c… [+5863 chars]",2019-10-22,https://mashable.com/article/exxon-climate-change-trial-new-york/,https://mondrian.mashable.com/2019%252F10%252F21%252F76%252F631c52c79c6f4e458e50475ec9a64b8f.4f6d1.jpg%252F1200x630.jpg?signature=V172OX4xJHZ37CdY1r07nx5r-3c=
"1,500-mile corridor of US on alert for flooding as repeated downpours strike",Alex Sosnowski,Yahoo.com,"Flash flood watches and warnings are in effect across several states stretching from New Mexico to Wisconsin on Monday, as a narrow swath of soaking rain is expected to target the middle of the nation this week.The combination of tropical moisture and a tempe…","Flash flood watches and warnings are in effect across several states stretching from New Mexico to Wisconsin on Monday, as a narrow swath of soaking rain is expected to target the middle of the nation this week.
The combination of tropical moisture and a tem… [+3114 chars]",2019-09-30,https://news.yahoo.com/1-500-mile-corridor-us-151820597.html,https://s.yimg.com/ny/api/res/1.2/gVUrwLe8_chNV3OyqKRgSg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTI0MDtoPTE4MA--/https://s.yimg.com/uu/api/res/1.2/hwv31H1zIqCKqpJrcl0BMA--~B/aD05MDt3PTEyMDtzbT0xO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en-us/accuweather_297/dea171d218bcee3ce1999d7570482b3f
Revenue staff to build hanging bridge at Munderi,Staff Reporter,The Hindu,To link flood-hit tribal colonies with mainland,"Revenue employees in the district have joined hands to build a hanging bridge across the Chaliyar at Munderi near Nilambur, providing a link from the mainland to four tribal colonies across the river.
District Collector Jaffer Malik took the lead by contribu… [+818 chars]",2019-10-18,https://www.thehindu.com/news/national/kerala/revenue-staff-to-build-hanging-bridge-at-munderi/article29739158.ece,https://www.thehindu.com/news/national/kerala/sxxywp/article29739157.ece/ALTERNATES/LANDSCAPE_615/18tvmpm-MuderiBridgejpg
Madhya Pradesh tehsildars go on three-day mass leave,Staff Reporter,The Hindu,"Flood survey and relief will not be affected, says official","Days after patwaris struck work for three days in Madhya Pradesh, tehsildars across the State have gone on mass leave for the same duration starting Thursday demanding pending promotions, better wages and sufficient computers in offices. 
Tehsildars, under t… [+1824 chars]",2019-10-11,https://www.thehindu.com/news/national/other-states/madhya-pradesh-tehsildars-go-on-three-day-mass-leave/article29660388.ece,https://www.thehindu.com/static/theme/default/base/img/og-image.jpg
"For Nitish's Political Future, the Bihar Floods Couldn't Have Come at a Worse Time - The Wire",,Thewire.in,"For Nitish's Political Future, the Bihar Floods Couldn't Have Come at a Worse Time The Wire Bihar BJP leaders skip Dussehra event attended by CM Nitish Kumar Hindustan Times Dussehra Function Exposes Rift Between BJP, Nitish Kumar NDTV News View full coverage…","New Delhi: The poor handling of the recent floods in Bihar has been all over the news, not so much for opposition criticism as much for chief minister Nitish Kumar’s crude remarks. 
The Janata Dal (United) leader, known to be politically-deft and calm, unexp… [+8473 chars]",2019-10-08,https://thewire.in/politics/for-nitishs-political-future-the-bihar-floods-couldnt-have-come-at-a-worse-time,https://cdn.thewire.in/wp-content/uploads/2019/10/08192046/Screen-Shot-2019-10-08-at-7.20.28-PM-800x339.png
Floods in Southern Europe: Dead and missing in Spain and Italy,https://www.facebook.com/bbcnews,BBC News,"Torrential rain in Spain, Italy and France leaves several people dead or missing.","Media captionThe Italian village of Castelletto d'Orba was hit by a deluge of river water and mud
A body has been found and four people are missing in flooding that has hit parts of north-east Spain.
A woman and her son were inside a mobile bungalow when th… [+2254 chars]",2019-10-23,https://www.bbc.co.uk/news/world-europe-50151713,https://ichef.bbci.co.uk/images/ic/1024x576/p07rslbl.jpg
TIER Mobility raises $60 million as electric scooter boom continues,Chris O'Brien,Venturebeat.com,Berlin-based TIER Mobility raised $60 million to expand its electric scooter sharing service despite a backlash against the vehicles in some cities.,"Berlin-based TIER Mobility has raised $60 million in venture capital to expand its electric scooter sharing service, a sign of how bullish investors remain even as cities struggle to regulate the new transportation mode.
Proponents hail electric scooters, an… [+2136 chars]",2019-10-07,https://venturebeat.com/2019/10/07/tier-mobility-raises-60-million-as-electric-scooter-boom-continues/,https://venturebeat.com/wp-content/uploads/2019/10/lewandastudio_DSC8844-e1570453153668.jpg?w=1200&strip=all
At least 1 person dead as the most powerful typhoon to hit Japan in 60 years approaches,Reuters,Insider.com,Kyodo / via REUTERS A man in his forties has died and more than 30 people have been injured as Typhoon Hagibis approaches Japan. Six million people have been advised to evacuate. The Japanese government warned that the storm could be the strongest to hit Toky…,"TOKYO (Reuters) - One man was killed, over 30 people were injured and more than six million people were advised to evacuate as a powerful typhoon bore down on the Japanese capital on Saturday, bringing with it the heaviest rain and winds in 60 years.
Typhoon… [+3820 chars]",2019-10-12,https://www.insider.com/typhoon-hagibis-japan-latest-developments-death-toll-2019-10,https://image.businessinsider.com/5da1b29be94e8650a87a40ee?width=1200&format=jpeg
Southern storm will combine with Midwestern storm system to make powerful Nor’easter,Max Golembo,ABC News,A southern storm will combine with the Midwestern storm system to form a powerful Nor’easter later today in the Northeast.,"A southern storm will combine with the Midwestern storm system to form a powerful Noreaster later today in the Northeast.
Interested in Weather?
Add Weather as an interest to stay up to date on the latest Weather news, video, and analysis from ABC News.
Al… [+1196 chars]",2019-10-16,https://abcnews.go.com/US/southern-storm-combine-midwestern-storm-system-create-powerful/story?id=66313183,https://s.abcnews.com/images/US/ohio-rain-20191019_hpMain_16x9_992.jpg
The Sea Of 60 Ghostly Wrecked Ships,Matthew Ponsford,Bbc.com,"Deep beneath the Black Sea, off the coast of Bulgaria, ancient Greek ships are revealing answers to the mystery of the Noah's Ark flood.","The old town of Nessebar is near-enough an island: a half mile of weathered wooden fishing houses with terracotta-tiled roofs that sit atop a rocky head, strung to the Bulgarian coast by only a narrow land bridge. It’s also a dense stack of ruins layered on t… [+10850 chars]",2019-10-22,http://www.bbc.com/travel/story/20191021-the-sea-of-60-ghostly-wrecked-ships?ocid=global_travel_rss,https://ichef.bbci.co.uk/wwfeatures/live/624_351/images/live/p0/7r/n8/p07rn808.jpg
Danish Oil Color Tones,djpolymath,Instructables.com,<!--dda7bd42579b4dc0937c45f979fc5c69-->Danish oil application and color tone comparison. Danish oil is an oil and varnish mix. Varnish with tung or polymerized linseed oil. Watco is a popular manufacturer of the product that is commonly found. It is not a tru…,"Danish oil application and color tone comparison.
Teacher Notes
Teachers! Did you use this instructable in your classroom?Add a Teacher Note to share how you incorporated it into your lesson.
Step 1: Danish Oil
Danish oil is an oil and varnish mix. Varnis… [+1270 chars]",2019-10-09,https://www.instructables.com/id/Danish-Oil-Color-Tones/,https://content.instructables.com/FTQ/2KMM/K1HZGU6G/FTQ2KMMK1HZGU6G.LARGE.jpg?auto=webp&&frame=1
Mid-term polls not good for the State: Kumaraswamy,Special Correspondent,The Hindu,H.D. Kumaraswamy hints at supporting the government to ensure stability in the flood-affected State.,"At a time when speculations are rife about the future of the BJP government Karnataka post byelections, former Chief Minister H.D. Kumaraswamy has said that he would support any political party, which helped people, particularly those badly affected by the fl… [+1423 chars]",2019-10-28,https://www.thehindu.com/news/national/karnataka/mid-term-polls-not-good-for-the-state-kumaraswamy/article29812758.ece,https://www.thehindu.com/static/theme/default/base/img/og-image.jpg
DIY Outdoor Landscape Lighting,JasonUMD77,Instructables.com,<!--dda7bd42579b4dc0937c45f979fc5c69--> I have had issues with landscape lighting companies since I purchased my first townhouse in 2003. The transformers are low powered with non-intuitive push button interfaces and cheap screens where wattage seems to be mo…,I have had issues with landscape lighting companies since I purchased my first townhouse in 2003. The transformers are low powered with non-intuitive push button interfaces and cheap screens where wattage seems to be more precious than platinum. Unless you en… [+1743 chars],2019-10-23,https://www.instructables.com/id/DIY-Outdoor-Landscape-Lighting/,https://content.instructables.com/FHP/J2EB/K22633PA/FHPJ2EBK22633PA.LARGE.jpg?auto=webp&&frame=1&width=2100
Water released from 39 gates of SRSP,P. Ram Mohan,The Hindu,"Heavy flood flows into the project, residents of river course villages alerted","A record quantity of 2.08 lakh cusecs of water is being discharged from the Sri Ram Sagar Project by keeping open its 39 out of the total of 42 crest gates following the average inflow of 1.50 lakh cusecs since Saturday morning.
Since the inflow has constant… [+1259 chars]",2019-10-27,https://www.thehindu.com/news/national/telangana/water-released-from-39-gates-of-srsp/article29810663.ece,https://www.thehindu.com/news/national/telangana/ra6n8t/article29810662.ece/ALTERNATES/LANDSCAPE_615/HY27SRSP1
Mewtwo’s Legendary Raid Hour is crucial for Pokémon Go players,Julia Lee,Polygon,"On Oct. 8, from 6-7 p.m. in your local time, Mewtwo is taking over Pokémon Go raids with Psystrike, a very strong Legacy move. The Mewtwo Legendary Raid Hour will also give players free raid passes.","Mewtwo will flood Pokémon Go raids today from 6-7 p.m. in your local time. Players will also get an additional two free Raid Passes during the hour from spinning discs at gyms.
This is one of the most important Legendary Raid Hours weve gotten in Pokémon Go … [+1541 chars]",2019-10-08,https://www.polygon.com/pokemon-go/2019/10/8/20904767/mewtwo-psystrike-legendary-raid-hour-date-time-counters,https://cdn.vox-cdn.com/thumbor/lXf--TjJJ6_dcFlEuiRIu7jI9qQ=/0x0:1750x916/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/6805239/Mewtwo_M01.0.png
"More privacy and control coming to Google Maps, Assistant, and YouTube",Jason England,Androidcentral.com,"Incognito mode for Google Maps, auto-delete your YouTube history, and more. What you need to know Incognito mode is coming to Google Maps in late October. You can now set up YouTube to automatically delete your history every three or 18 months. Password Check…",<ul><li>Incognito mode is coming to Google Maps in late October.</li><li>You can now set up YouTube to automatically delete your history every three or 18 months.</li><li>Password Checkup in Chrome will help you determine if your passwords are insecure or hav… [+2434 chars],2019-10-02,https://www.androidcentral.com/more-privacy-and-control-coming-google-maps-assistant-and-youtube,https://www.androidcentral.com/sites/androidcentral.com/files/styles/large/public/article_images/2019/10/google-security-shields.png?itok=zYGwvY3H
Mettur dam at full reservoir level thrice in three months,Staff Reporter,The Hindu,Flood alert has been issued to people living on the banks of River Cauvery,"With water at Stanley Reservoir at Mettur reaching its full reservoir level (FRL) of 120 feet at 6.15 a.m. on October 23, 22,500 cusecs is released through the dam power house and tunnel power house in Salem.
Officials of the Public Works Department (PWD) sa… [+595 chars]",2019-10-23,https://www.thehindu.com/news/national/tamil-nadu/mettur-dam-at-full-reservoir-level-thrice-in-three-months/article29775245.ece,https://www.thehindu.com/news/national/tamil-nadu/m83ebb/article29775244.ece/ALTERNATES/LANDSCAPE_615/STANLEYRESERVOIRATMETTUR
TNDRF teams deployed in flood-prone districts,S. Vijay Kumar,The Hindu,"Control room to monitor storage levels of reservoirs, tanks","The State police have deployed teams of the Tamil Nadu Disaster Response Force (TNDRF) in flood-prone districts as part of the contingency plan to counter the heavy rainfall predicted this monsoon. 
Director-General of Police J.K. Tripathy said a special con… [+1755 chars]",2019-10-22,https://www.thehindu.com/news/national/tamil-nadu/tndrf-teams-deployed-in-flood-prone-districts/article29771873.ece,https://www.thehindu.com/static/theme/default/base/img/og-image.jpg
Instagram will remove filters promoting cosmetic surgery amid mental health concerns,Cara Curtis,The Next Web,"If your Instagram feed is anything like mine, it’s littered with timelapses of injected lip fillers, Kardashian-promoted beauty products, and Story filters that “enhance” your face. The subliminal pressure to be “perfect” is no longer subliminal, and it’s put…","If your Instagram feed is anything like mine, its littered with timelapses of injected lip fillers, Kardashian-promoted beauty products, and Story filters that enhance your face. The subliminal pressure to be perfect is no longer subliminal, and its putting m… [+2025 chars]",2019-10-22,https://thenextweb.com/?p=1251267,https://img-cdn.tnwcdn.com/image/tnw?filter_last=1&fit=1280%2C640&url=https%3A%2F%2Fcdn0.tnwcdn.com%2Fwp-content%2Fblogs.dir%2F1%2Ffiles%2F2019%2F10%2FWhat-time-is-it_-2-1.png&signature=665fc706d42abdaf34cf20ea8a577f3f
