title,author,source,description,content,pub_date,url,urlToImage
Extreme winter leads to an Arctic reproductive collapse,,Nature.com,Unprecedented snowfall stymied breeding for birds and other creatures in northern Greenland in 2018.,"Irrigation of rice paddies led to many of the 4,000-plus deaths during the powerful earthquake that struck Palu, Indonesia, in September 2018. The waterlogged ground shook during the magnitude-7.5 quake and slid downhill, according to two teams that studied t… [+889 chars]",2019-10-15,https://www.nature.com/articles/d41586-019-03113-2?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+nature%2Frss%2Fcurrent+%28Nature+-+Issue%29,https://media.nature.com/lw1024/magazine-assets/d41586-019-03113-2/d41586-019-03113-2_17268762.jpg
Bacteria that plague hospital patients gain a potent weapon,,Nature.com,"An easily transmitted piece of DNA cranks up the virulence of Klebsiella bacteria, a major cause of infections in hospitals.","Irrigation of rice paddies led to many of the 4,000-plus deaths during the powerful earthquake that struck Palu, Indonesia, in September 2018. The waterlogged ground shook during the magnitude-7.5 quake and slid downhill, according to two teams that studied t… [+889 chars]",2019-10-01,https://www.nature.com/articles/d41586-019-02946-1,https://media.nature.com/lw1024/magazine-assets/d41586-019-02946-1/d41586-019-02946-1_17226556.jpg
Even meat lovers go veggie when plant-heavy meals abound,,Nature.com,Dining-hall data suggest that a rise in vegetarian options leads customers to embrace meat-free meals.,"Irrigation of rice paddies led to many of the 4,000-plus deaths during the powerful earthquake that struck Palu, Indonesia, in September 2018. The waterlogged ground shook during the magnitude-7.5 quake and slid downhill, according to two teams that studied t… [+889 chars]",2019-09-30,https://www.nature.com/articles/d41586-019-02934-5,https://media.nature.com/lw1024/magazine-assets/d41586-019-02934-5/d41586-019-02934-5_17225318.jpg
Water shortages loom for Asia’s new power plants,,Nature.com,Climate change could force prospective coal-burning facilities to cut output.,"Irrigation of rice paddies led to many of the 4,000-plus deaths during the powerful earthquake that struck Palu, Indonesia, in September 2018. The waterlogged ground shook during the magnitude-7.5 quake and slid downhill, according to two teams that studied t… [+889 chars]",2019-10-02,https://www.nature.com/articles/d41586-019-02961-2,https://media.nature.com/lw1024/magazine-assets/d41586-019-02961-2/d41586-019-02961-2_17226424.jpg
Extraordinary fossil reveals sharks’ family roots,,Nature.com,A fish species dated to about 383 million years ago is the earliest known member of the group that includes sharks.,"Irrigation of rice paddies led to many of the 4,000-plus deaths during the powerful earthquake that struck Palu, Indonesia, in September 2018. The waterlogged ground shook during the magnitude-7.5 quake and slid downhill, according to two teams that studied t… [+889 chars]",2019-10-01,https://www.nature.com/articles/d41586-019-02955-0,https://media.nature.com/lw1024/magazine-assets/d41586-019-02955-0/d41586-019-02955-0_17231450.jpg
A lethal virus carried by ‘vampires’ is rampaging across the Americas,,Nature.com,"Viral genomes suggest that rabies strains carried by vampire bats travel from South America to North America, and vice versa.","Irrigation of rice paddies led to many of the 4,000-plus deaths during the powerful earthquake that struck Palu, Indonesia, in September 2018. The waterlogged ground shook during the magnitude-7.5 quake and slid downhill, according to two teams that studied t… [+889 chars]",2019-10-08,https://www.nature.com/articles/d41586-019-03005-5,https://media.nature.com/lw1024/magazine-assets/d41586-019-03005-5/d41586-019-03005-5_17257470.jpg
Rosy octopuses are more warty the deeper they dwell in the sea,,Nature.com,"Shallow-water residents have nearly smooth skin, but their deep-living brethren are covered in lumps and bumps.","Irrigation of rice paddies led to many of the 4,000-plus deaths during the powerful earthquake that struck Palu, Indonesia, in September 2018. The waterlogged ground shook during the magnitude-7.5 quake and slid downhill, according to two teams that studied t… [+889 chars]",2019-10-08,https://www.nature.com/articles/d41586-019-03004-6,https://media.nature.com/lw1024/magazine-assets/d41586-019-03004-6/d41586-019-03004-6_17257434.jpg
Simmering inequity: a city’s worst heat hits low-income residents,,Nature.com,The burden of the ‘urban heat-island’ effect falls most heavily on economically disadvantaged neighborhoods.,"Irrigation of rice paddies led to many of the 4,000-plus deaths during the powerful earthquake that struck Palu, Indonesia, in September 2018. The waterlogged ground shook during the magnitude-7.5 quake and slid downhill, according to two teams that studied t… [+889 chars]",2019-10-10,https://www.nature.com/articles/d41586-019-03003-7,https://media.nature.com/lw1024/magazine-assets/d41586-019-03003-7/d41586-019-03003-7_17246242.jpg
Squashed nuclei undermine long-held doctrine of nuclear structure,,Nature.com,Stable cadmium nuclei can change shape even when their energies are low.,"Irrigation of rice paddies led to many of the 4,000-plus deaths during the powerful earthquake that struck Palu, Indonesia, in September 2018. The waterlogged ground shook during the magnitude-7.5 quake and slid downhill, according to two teams that studied t… [+889 chars]",2019-10-10,https://www.nature.com/articles/d41586-019-03006-4,https://media.nature.com/lw1024/magazine-assets/d41586-019-03006-4/d41586-019-03006-4_17257406.jpg
Liver tumours’ odd metabolisms might be their weak spot,,Nature.com,People with a certain type of liver cancer die sooner if they have higher levels of some metabolic proteins.,"Irrigation of rice paddies led to many of the 4,000-plus deaths during the powerful earthquake that struck Palu, Indonesia, in September 2018. The waterlogged ground shook during the magnitude-7.5 quake and slid downhill, according to two teams that studied t… [+889 chars]",2019-10-03,https://www.nature.com/articles/d41586-019-02970-1,https://media.nature.com/lw1024/magazine-assets/d41586-019-02970-1/d41586-019-02970-1_17225856.jpg
Europe’s most active volcano reveals its strength through low rumbles,,Nature.com,An analysis of sound waves from Mount Etna showcases a method that could aid volcano monitoring worldwide.,"Irrigation of rice paddies led to many of the 4,000-plus deaths during the powerful earthquake that struck Palu, Indonesia, in September 2018. The waterlogged ground shook during the magnitude-7.5 quake and slid downhill, according to two teams that studied t… [+889 chars]",2019-10-08,https://www.nature.com/articles/d41586-019-03007-3,https://media.nature.com/lw1024/magazine-assets/d41586-019-03007-3/d41586-019-03007-3_17247702.jpg
How treacherous brain cells aid cancer’s invasion,,Nature.com,The neural cells called astrocytes feed the brain’s own fat to metastatic cancer cells.,"Irrigation of rice paddies led to many of the 4,000-plus deaths during the powerful earthquake that struck Palu, Indonesia, in September 2018. The waterlogged ground shook during the magnitude-7.5 quake and slid downhill, according to two teams that studied t… [+889 chars]",2019-10-10,https://www.nature.com/articles/d41586-019-03008-2,https://media.nature.com/lw1024/magazine-assets/d41586-019-03008-2/d41586-019-03008-2_17257538.jpg
How to improve a huge super-resolution microscope: shrink it,,Nature.com,Physicists redesign an enormous and costly imaging device to make it smaller and cheaper.,"Irrigation of rice paddies led to many of the 4,000-plus deaths during the powerful earthquake that struck Palu, Indonesia, in September 2018. The waterlogged ground shook during the magnitude-7.5 quake and slid downhill, according to two teams that studied t… [+889 chars]",2019-10-18,https://www.nature.com/articles/d41586-019-03134-x,https://media.nature.com/lw1024/magazine-assets/d41586-019-03134-x/d41586-019-03134-x_17283534.jpg
The comet that came in from interstellar space,,Nature.com,The short-tailed 2I/Borisov is only the second known visitor to the Solar System from another star system.,"Irrigation of rice paddies led to many of the 4,000-plus deaths during the powerful earthquake that struck Palu, Indonesia, in September 2018. The waterlogged ground shook during the magnitude-7.5 quake and slid downhill, according to two teams that studied t… [+889 chars]",2019-10-14,https://www.nature.com/articles/d41586-019-03102-5,https://media.nature.com/lw1024/magazine-assets/d41586-019-03102-5/d41586-019-03102-5_17264140.jpg
Anti-Muslim hostility could ebb owing to a simple measure,,Nature.com,Carefully chosen questions prompt non-Muslims to assign less ‘collective blame’ to Muslims for violent attacks.,"Irrigation of rice paddies led to many of the 4,000-plus deaths during the powerful earthquake that struck Palu, Indonesia, in September 2018. The waterlogged ground shook during the magnitude-7.5 quake and slid downhill, according to two teams that studied t… [+889 chars]",2019-10-07,https://www.nature.com/articles/d41586-019-02999-2,https://media.nature.com/lw1024/magazine-assets/d41586-019-02999-2/d41586-019-02999-2_17240654.jpg
Don’t knock wood: an ordinary material goes high-tech,,Nature.com,A wooden chip imprinted with microscopic patterns serves as a grid of lenses.,"Irrigation of rice paddies led to many of the 4,000-plus deaths during the powerful earthquake that struck Palu, Indonesia, in September 2018. The waterlogged ground shook during the magnitude-7.5 quake and slid downhill, according to two teams that studied t… [+889 chars]",2019-10-16,https://www.nature.com/articles/d41586-019-03138-7,https://media.nature.com/lw1024/magazine-assets/d41586-019-03138-7/d41586-019-03138-7_17272518.jpg
Glowing nanoparticles can stop heart cells beating — or set them racing,,Nature.com,Particles are triggered by infrared light and could be embedded deep in the body.,"Irrigation of rice paddies led to many of the 4,000-plus deaths during the powerful earthquake that struck Palu, Indonesia, in September 2018. The waterlogged ground shook during the magnitude-7.5 quake and slid downhill, according to two teams that studied t… [+889 chars]",2019-10-04,https://www.nature.com/articles/d41586-019-02986-7,https://media.nature.com/lw1024/magazine-assets/d41586-019-02986-7/d41586-019-02986-7_17230526.jpg
Extreme winter leads to an Arctic reproductive collapse,,Nature.com,Unprecedented snowfall stymied breeding for birds and other creatures in northern Greenland in 2018.,"Irrigation of rice paddies led to many of the 4,000-plus deaths during the powerful earthquake that struck Palu, Indonesia, in September 2018. The waterlogged ground shook during the magnitude-7.5 quake and slid downhill, according to two teams that studied t… [+889 chars]",2019-10-15,https://www.nature.com/articles/d41586-019-03113-2,https://media.nature.com/lw1024/magazine-assets/d41586-019-03113-2/d41586-019-03113-2_17268762.jpg
Nuclear waste? These microbes might help with the cleanup,,Nature.com,Bacteria discovered in a Mexican lake accumulate two radioactive isotopes in their cells.,"Irrigation of rice paddies led to many of the 4,000-plus deaths during the powerful earthquake that struck Palu, Indonesia, in September 2018. The waterlogged ground shook during the magnitude-7.5 quake and slid downhill, according to two teams that studied t… [+889 chars]",2019-10-15,https://www.nature.com/articles/d41586-019-03087-1,https://media.nature.com/lw1024/magazine-assets/d41586-019-03087-1/d41586-019-03087-1_17264162.jpg
The imam who died fighting racism in South Africa,https://www.facebook.com/bbcnews,BBC News,"Relatives of Abdullah Haron, who died in detention 50 years ago, are still traumatised by his death.","Image copyrightThe Imam Haron Foundation
Relatives and friends of an imam who died 50 years ago while opposing racism in South Africa are still traumatised by his death, writes the BBC's Penny Dale. 
Two momentous events occurred in Cape Town in South Afric… [+10259 chars]",2019-09-30,https://www.bbc.co.uk/news/world-africa-49850411,https://ichef.bbci.co.uk/news/1024/branded_news/8630/production/_109025343_6imamaddjama'a1966.jpg
"The Climate Crisis is Global, but These 6 Places Face the Most Severe Consequences",Tara Law,Yahoo.com,"Climate change is expected to affect every country in the world, but its impact will not be felt equally across all regions. These countries and cities are among the places that will be the worst hit","Climate change is expected to affect every country in the world, but its impact will not be felt equally across all regions and some will be worse hit than others because of a range of different threats.
Developing countries, places with widespread poverty, … [+12367 chars]",2019-09-30,https://news.yahoo.com/climate-crisis-global-6-places-221938762.html,https://s.yimg.com/ny/api/res/1.2/Nn06W4QA4xKKHJEO1hSyXA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyODA7aD04NTMuNzU-/https://s.yimg.com/uu/api/res/1.2/Xn3bAtu8hr0MfDdUthMBIA--~B/aD02ODM7dz0xMDI0O3NtPTE7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/time_72/1bbba4b6ccc1892ba9052945fd57a1a1
"Hoaxes about Greta Thunberg go after her family, image and activism. But why?",Daniela Flamini,Poynter.org,"Like a tsunami following an earthquake, waves of misinformation, conspiracy theories and hoaxes have come crashing down on 16-year-old Swedish climate activist Greta Thunberg after her groundbreaking speeches and protests about climate change this month. The …","Like a tsunami following an earthquake, waves of misinformation, conspiracy theories and hoaxes have come crashing down on 16-year-old Swedish climate activist Greta Thunberg after her groundbreaking speeches and protests about climate change this month.
The… [+6386 chars]",2019-09-30,https://www.poynter.org/fact-checking/2019/hoaxes-about-greta-thunberg-go-after-her-family-image-and-activism-but-why/,https://www.poynter.org/wp-content/uploads/2019/09/AP_19268295578910-1500x1020.jpg
Obtaining free USArray data by multi-dimensional seismic reconstruction,"Yangkang Chen, Min Bai, Yunfeng Chen",Nature.com,"The USArray of EarthScope is a seismic broadband network acquiring global seismic data. Here, the authors apply an iterative rank-reduction method to obtain free earthquake data at locations where no seismic stations are available as well as enhancing existin…","Synthetic test
We first conduct a synthetic test to demonstrate the performance of the proposed methodology. The model is designed to honor the complex Moho structure in central US37 that is characterized by large depth variations by as much as 20km (Fig. 1)… [+20678 chars]",2019-09-30,https://www.nature.com/articles/s41467-019-12405-0?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+ncomms%2Frss%2Fcurrent+%28Nature+Communications+-+current%29,https://media.springernature.com/m685/springer-static/image/art%3A10.1038%2Fs41467-019-12405-0/MediaObjects/41467_2019_12405_Fig1_HTML.png
Photographer Karolina Gembara on her solemn yet beautiful seven-year journey in Delhi,Ayla Angelos,Itsnicethat.com,"When we lie down, grasses grow from us is a serene, sad and sorrowful take on Delhi – a contrast to the usual depictions of business, chaos and colour. Captured either in her home or her friends’ apartments, the series features elements of “loneliness, despai…","I have a typical story to tell, says Karolina Gembara of her journey into photography. As for many Polish kids who grew up in the 1980s and 90s, I got my first simple snapshot camera as a first-communion gift. Back then, it was a standard present along with a… [+2219 chars]",2019-09-30,https://www.itsnicethat.com/articles/karolina-gembara-when-we-lie-down-grasses-grow-from-us-photography-300919,https://www.itsnicethat.com/system/files/092019/5d91e6047fa44c40a100ba6a/index_default/karolina-gembara-when-we-life-down-grasses-grow-from-us-photography-itsnicethat-01.jpg?1569844023
Imran Khan to visit earthquake-hit areas of Pakistan-occupied Kashmir’s Mirpur district today,Asian News International,Firstpost.com,Pakistan Prime Minister Imran Khan is scheduled to visit earthquake-hit areas of Mirpur district in Pakistan-occupied Kashmir (PoK) on Monday The post Imran Khan to visit earthquake-hit areas of Pakistan-occupied Kashmir’s Mirpur district today appeared first…,"Islamabad: Pakistan prime minister Imran Khan is scheduled to visit earthquake-hit areas of Mirpur district in Pakistan-occupied Kashmir (PoK) on Monday.
He will stay in PoK for two-day and will also inspect the nearby areas on Tuesday. Khan would be briefed… [+1105 chars]",2019-09-30,https://www.firstpost.com/world/imran-khan-to-visit-earthquake-hit-areas-of-pakistan-occupied-kashmirs-mirpur-district-today-7424391.html,https://images.firstpost.com/wp-content/uploads/2019/09/Imran-Khan_1280.jpg
An Architect Who Rebuilt A City After An Earthquake With “Half” Houses,ArtsJournal,Artsjournal.com,"Having been given a small budget to construct homes for low-income families, many of whom said they would like to expand their dwellings in the future, Alejandro Aravena hit upon the idea of building half of a larger, nicer home, and leaving the other half fo…","Having been given a small budget to construct homes for low-income families, many of whom said they would like to expand their dwellings in the future, Alejandro Aravena hit upon the idea of building half of a larger, nicer home, and leaving the other half fo… [+117 chars]",2019-09-30,https://www.artsjournal.com/2019/09/an-architect-who-rebuilt-a-city-after-an-earthquake-with-half-houses.html,
People's Republic of China: From Mao to now,Al Jazeera,Al Jazeera English,Key events from the past 70 years - from the foundation of the People's Republic in 1949 to the present day.,"Beijing marks 70 years of the Peoples Republic of China on October 1 with a military parade that will showcase the countrys latest weaponry.
Rehearsals have been going on for weeks, but the people of Beijing will have to watch the invitation-only event on te… [+7905 chars]",2019-09-30,https://www.aljazeera.com/news/2019/09/people-republic-china-mao-190930073724637.html,https://www.aljazeera.com/mritems/Images/2019/9/30/f2db2ca360934ad7847d34edd2b4adf2_18.jpg
"PM reaches AJK, gets briefing over deaths, relief work in quake-hit areas","News Desk, Entertainment Desk, News Desk, News Desk, AFP, AFP, Reuters, AFP, AFP, AFP",Tribune.com.pk,"PM Imran also visits District Hospital Mirpur to inquire about the health of those wounded in the calamity The post PM reaches AJK, gets briefing over deaths, relief work in quake-hit areas appeared first on The Express Tribune.","PHOTO: EXPRESS 
Prime Minister Imran Khan on Monday chaired a meeting in Mirpur Azad Jammu and Kashmir (AJK) and was briefed about the deaths and damages caused by a recent earthquake that brought havoc in the region.
Death toll climbs to 37 as aftershocks … [+2635 chars]",2019-09-30,https://tribune.com.pk/story/2068769/1-pm-reaches-ajk-gets-briefing-deaths-relief-work-quake-hit-areas/,https://c.tribune.com.pk/2019/09/untitled-2-1569832382.jpg
Imran to visit Azad Kashmir’s earthquake-hit areas today,none@none.com (The Newspaper's Staff Correspondent),Dawn.com,"MUZAFFARABAD: Prime Minister Imran Khan will visit the southern Mirpur district of Azad Jammu and Kashmir (AJK) on Monday (today) to express solidarity with the victims of the earthquake that hit the lakeside city and its adjoining areas on Tuesday, officials…","MUZAFFARABAD: Prime Minister Imran Khan will visit the southern Mirpur district of Azad Jammu and Kashmir (AJK) on Monday (today) to express solidarity with the victims of the earthquake that hit the lakeside city and its adjoining areas on Tuesday, officials… [+3565 chars]",2019-09-30,https://www.dawn.com/news/1508135,http://i.dawn.com/large/2019/09/5d916a89d5bdc.jpg
29 Istanbul schools closed after earthquake,hurriyetdailynews.com,Hurriyetdailynews.com,Some 29 schools in Istanbul have been closed temporarily due to structural damage caused by the 5.8-magnitude earthquake that struck the city last week.,"ISTANBUL
Some 29 schools in Istanbul have been closed temporarily due to structural damage caused by the 5.8-magnitude earthquake that struck the city last week.
The Istanbul governors office said in a statement that the students would continue their educat… [+1931 chars]",2019-09-30,http://www.hurriyetdailynews.com/29-istanbul-schools-closed-after-earthquake-147000,http://i.hurimg.com/i/hdn/75/200x200/5d91c2077152d81f8c3dd0d8.jpg
X-Men: 10 Times Magneto Earned His Status As An Omega-Level Mutant,Scoot Allan,Cbr.com,"From taking out a team of Avengers to reversing the Earth's magnetic field, here are the incredible feats that prove Magneto is truly Omega-level!","The Master of Magnetism has gone by many names over the years, but as Magneto, he has been both bitter enemy and loyal team member of the X-Men. Hickman's House of X/Powers of X event has once again brought Magneto into the world of the X-Men, as one of the l… [+7842 chars]",2019-09-30,https://www.cbr.com/x-men-magneto-feats-moments-prove-omega-level-mutant/,https://static1.cbrimages.com/wordpress/wp-content/uploads/2019/09/X-Men-10-Times-Magneto-Earned-His-Status-As-An-Omega-Level-Mutant-1.jpg
"PM Imran briefed on earthquake losses, relief efforts on visit to Mirpur",none@none.com (Dawn.com),Dawn.com,"Prime Minister Imran Khan arrived in Azad Jammu and Kashmir's (AJK) Mirpur city on Monday to express solidarity with the victims of a recent earthquake that wreaked havoc in the region. During a meeting with the AJK Prime Minister Raja Farooq Haider, Prime Mi…","Prime Minister Imran Khan arrived in Azad Jammu and Kashmir's (AJK) Mirpur city on Monday to express solidarity with the victims of a recent earthquake that wreaked havoc in the region. 
During a meeting with the AJK Prime Minister Raja Farooq Haider, Prime … [+2771 chars]",2019-09-30,https://www.dawn.com/news/1508190,http://i.dawn.com/large/2019/09/5d91b510716df.jpg
Three mobile operators to set up joint line to be used in disasters,hurriyetdailynews.com,Hurriyetdailynews.com,"Turkey’s three mobile operators will set up a joint telephone line with a high capacity that the citizens can use during disasters to get in touch with their relatives and loved ones, Turkish Vice President Fuat Oktay has said.","ANKARA
Turkeys three mobile operators will set up a joint telephone line with a high capacity that the citizens can use during disasters to get in touch with their relatives and loved ones, Turkish Vice President Fuat Oktay has said.
The concern about telec… [+2758 chars]",2019-09-30,http://www.hurriyetdailynews.com/three-mobile-operators-to-set-up-joint-line-to-be-used-in-disasters-147001,http://i.hurimg.com/i/hdn/75/200x200/5d91c9d967b0a9040c2253e9.jpg
Prosecutors appeal TEPCO acquittal in Fukushima case,,Japantoday.com,Prosecutors in the only criminal trial involving the 2011 Fukushima nuclear plant meltdown appealed Monday against the acquittal of three former Tokyo Electric Power Co (TEPCO) executives. The Tokyo District Court on Sept 19 found ex-TEPCO chairman Tsunehisa …,"Prosecutors in the only criminal trial involving the 2011 Fukushima nuclear plant meltdown appealed Monday against the acquittal of three former Tokyo Electric Power Co (TEPCO) executives.
The Tokyo District Court on Sept 19 found ex-TEPCO chairman Tsunehisa… [+2294 chars]",2019-09-30,https://japantoday.com/category/crime/prosecutors-appeal-tepco-acquittal-in-fukushima-case,
Indonesia quake death toll rises to 30: govt,Asian Correspondent Staff,Asiancorrespondent.com,"THE death toll from a powerful earthquake that rocked Indonesia's remote Maluku islands rose to 30 on Sunday, including several toddlers, the disaster agency said. The post Indonesia quake death toll rises to 30: govt appeared first on Asian Correspondent.","THE death toll from a powerful earthquake that rocked Indonesia’s remote Maluku islands rose to 30 on Sunday, including several toddlers, the disaster agency said.
On Thursday, terrified residents ran into the streets as buildings fell in around them when th… [+1683 chars]",2019-09-30,https://asiancorrespondent.com/2019/09/indonesia-quake-death-toll-rises-to-30-govt/,https://cdn.asiancorrespondent.com/wp-content/uploads/2019/09/000_1KO74A.jpg
A legislative oversight of seismic proportions,"Rizwan Asif, ​ Our Correspondent, ​ Our Correspondent, Rizwan Ghilzai, Hasnaat Malik, Anadolu Agency, News Desk, Reuters, AFP, Anam Khan",Tribune.com.pk,"Despite the loss they have inflicted time and again, no law exists to ensure buildings can stand up to earthquakes The post A legislative oversight of seismic proportions appeared first on The Express Tribune.","LAHORE.: The aftermath of the recent earthquake in different parts of Punjab on September 24 not only killed at least 38 people and injured 646 others, but it also caused considerable infrastructure damage. Since many areas of Pakistan lie in the dangerous se… [+4186 chars]",2019-09-30,https://tribune.com.pk/story/2069283/1-legislative-oversight-seismic-proportions/,
Japan’s prosecutors appeal against ‘negligence’ acquittals in Fukushima case,By Associated Press Reporter,Independent.ie,Prosecutors in the only criminal trial involving the 2011 Fukushima nuclear plant meltdown have appealed against the acquittal of three former Tokyo Electric Power Co executives.,"The Tokyo District Court on September 19 found ex-Tepco chairman Tsunehisa Katsumata and two others not guilty of professional negligence in the disaster and the death of 44 elderly patients who were forcibly evacuated from local hospitals.
The court said a … [+382 chars]",2019-09-30,https://www.independent.ie/world-news/japans-prosecutors-appeal-against-negligence-acquittals-in-fukushima-case-38546752.html,https://www.independent.ie/world-news/article38546750.ece/ALTERNATES/h342/ipanews_42057541-1220-4692-9a50-cab741903d9c_1
Bayern Munich boycott would leave the German without even the faintest hope of winning Euro 2020,By Kit Holden for MailOnline,Dailymail.co.uk,"KIT HOLDEN IN GERMANY: If there is such a thing as an earthquake in a teacup, then Bayern Munich president Uli Hoeness caused one this week in German football.","If there is such a thing as an earthquake in a teacup, then Bayern Munich president Uli Hoeness caused one this week in German football.
Infuriated by the ongoing debate over whether Bayern keeper Manuel Neuer should make way for his younger counterpart Marc… [+6290 chars]",2019-09-30,https://www.dailymail.co.uk/sport/football/article-7517273/Bayern-Munich-boycott-leave-German-without-faintest-hope-winning-Euro-2020.html,https://i.dailymail.co.uk/1s/2019/09/29/11/19069254-0-image-a-18_1569752102700.jpg
Japan lists Fukushima radiation levels on S. Korea embassy site,AFP,Yahoo.com,"Japan's embassy in South Korea has begun posting the daily radiation levels of Fukushima and Seoul after new questions about the lingering effects of the 2011 nuclear disaster. The embassy website said the information reflects the fact that ""interest in radia…","Tokyo (AFP) - Japan's embassy in South Korea has begun posting the daily radiation levels of Fukushima and Seoul after new questions about the lingering effects of the 2011 nuclear disaster.
The embassy website said the information reflects the fact that ""in… [+2713 chars]",2019-09-30,https://news.yahoo.com/japan-lists-fukushima-radiation-levels-korea-embassy-042330320.html,https://s.yimg.com/ny/api/res/1.2/wUAKP23YJ2tY5bxLiuXkTA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyODA7aD04NTMuMzMzMzMzMzMzMzMzNA--/https://s.yimg.com/uu/api/res/1.2/NWG02zKwCTj.Hn1rNviAWw--~B/aD01MTI7dz03Njg7c209MTthcHBpZD15dGFjaHlvbg--/http://media.zenfs.com/en_us/News/afp.com/376043c976074aa8857fed922a97cbd49ada5193.jpg
Prosecutors appeal TEPCO acquittal in Fukushima case,Associated Press,Yahoo.com,Prosecutors in the only criminal trial involving the 2011 Fukushima nuclear plant meltdown appealed Monday against the acquittal of three former Tokyo Electric Power Co. executives. The Tokyo District Court on Sept. 19 found ex-TEPCO chairman Tsunehisa Katsum…,"TOKYO (AP) Prosecutors in the only criminal trial involving the 2011 Fukushima nuclear plant meltdown appealed Monday against the acquittal of three former Tokyo Electric Power Co. executives.
The Tokyo District Court on Sept. 19 found ex-TEPCO chairman Tsun… [+2241 chars]",2019-09-30,https://sports.yahoo.com/prosecutors-appeal-tepco-acquittal-fukushima-094846729.html,https://s.yimg.com/cv/apiv2/social/images/yahoo_default_logo.png
Shallow 4.7 magnitude earthquake rocks Milford Sound,newsfeeds@nzherald.co.nz,Nzherald.co.nz,"A shallow 4.7 magnitude earthquake has hit north of Milford Sound. The quake struck at 10.07am today and was felt by many across the South Island. Geonet said it was shallow, at a depth of just 5km....","A shallow 4.7 magnitude earthquake has hit north of Milford Sound.
 The quake struck at 10.07am today and was felt by many across the South Island.Geonet said it was shallow, at a depth of just 5km.
 The quake struck 15 km north-west of Milford Sound and wa… [+287 chars]",2019-09-30,https://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=12272508,https://www.nzherald.co.nz/resizer/N_sLMXORfjKdYseZFyh7JLDZ3-A=/1200x0/smart/filters:quality(70)/arc-anglerfish-syd-prod-nzme.s3.amazonaws.com/public/MQO53GI24RAYBMAS3QG72F43TE.jpg
Prosecutors appeal TEPCO acquittal in Fukushima case,The Associated Press,ABC News,Prosecutors in the only criminal trial involving the 2011 Fukushima nuclear plant meltdown has appealed against the acquittal of three former Tokyo Electric Power Co. executives,"Prosecutors in the only criminal trial involving the 2011 Fukushima nuclear plant meltdown has appealed against the acquittal of three former Tokyo Electric Power Co. executives.
The Tokyo District Court on Sept. 19 found ex-TEPCO chairman Tsunehisa Katsumat… [+523 chars]",2019-09-30,https://abcnews.go.com/International/wireStory/prosecutors-appeal-tepco-acquittal-fukushima-case-65949725,
Strong 5.4 magnitude quake shakes Hawke's Bay,newsfeeds@nzherald.co.nz,Nzherald.co.nz,"A 5.4 magnitude earthquake has struck 30km east of Wairoa, in the north of Hawke's Bay. The quake struck at 6.16pm and was felt in central and eastern regions of the North Island. Geonet said it was...","A 5.4 magnitude earthquake has struck 30km east of Wairoa, in the north of Hawke's Bay.
 The quake struck off the coast at 6.16pm and was felt in central and eastern regions of the North Island.
 Geonet said it was strong and had a depth of 25km.
 Jan Litt… [+619 chars]",2019-09-30,https://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=12272731,https://www.nzherald.co.nz/resizer/Qd_-IQzF7vGWbjEfT-EHbH3I49U=/1200x0/smart/filters:quality(70)/arc-anglerfish-syd-prod-nzme.s3.amazonaws.com/public/2VPMC5AO3FBONBBDGC45W456KQ.jpg
PML-N proposes JUI-F march delayed until November,"​ Our Correspondent, Rizwan Ghilzai, Hasnaat Malik, Anadolu Agency, News Desk, Reuters, AFP, Anam Khan, News Desk, Reuters",Tribune.com.pk,Party’s CEC demands fresh elections in wake of deteriorating economy The post PML-N proposes JUI-F march delayed until November appeared first on The Express Tribune.,"PML-N President Shehbaz Sharif presides over a Central Executive Committee meeting in Lahore. PHOTO: NNI 
ISLAMABAD.: The Pakistan Muslim League-Nawaz (PML-N) on Monday suggested to the Jamiat Ulema-e-Islam-Fazl (JUI-F) to defer its Azadi march for a month t… [+2578 chars]",2019-09-30,https://tribune.com.pk/story/2069268/1-pml-n-proposes-jui-f-march-delayed-november/,https://c.tribune.com.pk/2019/10/2069268-image-1569877302-300-640x480.jpg
Japan lists Fukushima radiation levels on South Korea embassy site,"AFP, AFP, Reuters, AFP, AFP, AFP, AFP",Tribune.com.pk,"Readings show levels in three Japanese cities are almost the same as in major cities outside of Japan, including Seoul The post Japan lists Fukushima radiation levels on South Korea embassy site appeared first on The Express Tribune.","The level in Fukushima prefecture's Iwaki City, 30 kilometres away from the plant, was 0.060, while in Tokyo, more than 200 kilometres away, it was 0.036. (Photo:AFP) 
TOKYO: Japan’s embassy in South Korea has begun posting the daily radiation levels of Fuku… [+3072 chars]",2019-09-30,https://tribune.com.pk/story/2068760/3-japan-lists-fukushima-radiation-levels-south-korea-embassy-site/,https://c.tribune.com.pk/2019/09/2068760-FukushimaAFP-1569831593-333-640x480.jpg
