title,author,source,description,content,pub_date,url,urlToImage
Tesla warns California customers to charge their EVs ahead of outages,Christine Fisher,Engadget,"With dry weather and windy conditions on the horizon, California's Pacific Gas & Electric (PG&E) utility is planning a mass power outage to prevent electricity lines from sparking wildfires. That could be bad news for electric vehicle owners, so Tesla is taki…","As Electrek notes, Tesla owners don't usually charge their vehicles to 100 percent daily in order to improve the longevity of their battery packs. But doing so will help extend their range during the power outage.
Electrek
It's quick thinking on Tesla's par… [+736 chars]",2019-10-09,https://www.engadget.com/2019/10/09/tesla-battery-warning-california-power-outage/,https://o.aolcdn.com/images/dims?thumbnail=1200%2C630&quality=80&image_uri=https%3A%2F%2Fo.aolcdn.com%2Fimages%2Fdims%3Fcrop%3D4242%252C2651%252C0%252C176%26quality%3D85%26format%3Djpg%26resize%3D1600%252C1000%26image_uri%3Dhttps%253A%252F%252Fs.yimg.com%252Fos%252Fcreatr-images%252F2019-10%252F8d6d6250-ea9a-11e9-bdf2-e956017862d8%26client%3Da1acac3e1b3290917d92%26signature%3D173a07039eda478b2c52d5e519b2aa67d5ac6097&client=amp-blogside-v2&signature=7175d79c93592810ae48ade6bc7eb93543cd236b
"Cyclone Kyarr, the Strongest Storm on Earth, Is Breaking All Sorts of Records","Brian Kahn on Earther, shared by Andrew Couts to Gizmodo",Gizmodo.com,"The northern hemisphere’s quietest tropical cyclone basin is currently going off. Cyclone Kyarr formed on Thursday and quickly spun up in the Indian Ocean into the most powerful storm on the planet. While the storm won’t have a huge impact on land, it’s alrea…","The northern hemispheres quietest tropical cyclone basin is currently going off. Cyclone Kyarr formed on Thursday and quickly spun up in the Indian Ocean into the most powerful storm on the planet. While the storm wont have a huge impact on land, its already … [+3129 chars]",2019-10-28,https://earther.gizmodo.com/cyclone-kyarr-the-strongest-storm-on-earth-is-breakin-1839417139,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/y0dnetklrtw2ah23lmwl.gif"
Ancient Assyrian Tablets Seem to Contain References to a Massive Solar Storm,Ryan F. Mandelbaum,Gizmodo.com,Scientists report that they may have found the earliest written record of a solar storm in ancient Assyrian tablets. Read more...,"Scientists report that they may have found the earliest written record of a solar storm in ancient Assyrian tablets.
Recent analyses have found evidence of an extreme solar storm that left energetic particles in tree rings and ice cores across the world some… [+2479 chars]",2019-10-16,https://gizmodo.com/ancient-assyrian-tablets-seem-to-contain-references-to-1839109929,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/eofzxgcuytlmtbq3htmd.jpg"
"Typhoon Hagibis Could Match Fury of 1958 Storm That Killed 1,200 in Japan",Motoko Rich,The New York Times,"Forecasters say Chiba Prefecture, which was battered by a typhoon last month and is still recovering, is in the direct path of the powerful storm.","All Nippon Airways canceled all its domestic and international flights from Tokyo airports on Saturday, and Japan Airlines said it was canceling flights from multiple airports across Tokyo, Osaka, Sendai and others throughout the country.
In Chiba Prefecture… [+954 chars]",2019-10-11,https://www.nytimes.com/2019/10/11/world/asia/typhoon-hagibis-japan.html,https://static01.nyt.com/images/2019/10/11/world/11japan-typhoon-1/11japan-typhoon-1-facebookJumbo.jpg
A bomb cyclone is knocking out power and disrupting travel in the Northeast,"Jennifer Gray, CNN",CNN,Winds as strong as those in a tropical storm are pummeling New England on Thursday morning as a storm known as a bomb cyclone knocks out power and promises to disrupt travel in the region through the end of the workweek.,"(CNN)Winds as strong as those in a tropical storm are pummeling New England on Thursday morning as a storm known as a bomb cyclone knocks out power and promises to disrupt travel in the region through the end of the workweek. 
The storm ""is now parked over s… [+2444 chars]",2019-10-17,https://www.cnn.com/2019/10/17/weather/bomb-cyclone-new-york-boston/index.html,https://cdn.cnn.com/cnnnext/dam/assets/191017071844-weather-bomb-cyclone-wind-20191017-super-tease.jpg
Hurricane Lorenzo quickly grows into an intense Category 5 storm,"Faith Karimi, CNN",CNN,Hurricane Lorenzo strengthened into a Category 5 storm as it churned in the Atlantic on Saturday night.,,2019-09-29,https://www.cnn.com/2019/09/28/us/hurricane-lorenzo-sunday/index.html,https://cdn.cnn.com/cnnnext/dam/assets/190928230324-hurricane-lorenzo-super-tease.jpg
Airport jet bridge smashes into vehicles on tarmac,,CNN,A storm with 53 mph winds caused a jet bridge to swing into several vehicles at Memphis International Airport.,Chat with us in Facebook Messenger. Find out what's happening in the world as it unfolds.,2019-10-25,https://www.cnn.com/videos/us/2019/10/25/memphis-jet-bridge-crashes-into-cars-mh-orig.cnn,https://cdn.cnn.com/cnnnext/dam/assets/191024233306-memphis-jet-bridge-crashes-into-cars-mh-orig-00001124-super-tease.jpg
'Dancing With the Stars' shock elimination leaves fans shook,"Marianne Garvey, CNN",CNN,"Monday night's ""Dancing With the Stars"" elimination left the ballroom in shock and fans tweeting up a storm.","Unbelievable. Not even Dancing with the Stars' votes are safe from meddling. You called it, Tom! Never seen a more defeated-looking cast &amp; judges. So sorry Sailor, Val &amp; @christie9843 . Something is very wrong about this. #DWTS#SailorBrinkleyCook
— K… [+47 chars]",2019-10-22,https://www.cnn.com/2019/10/22/entertainment/dancing-stars-elimination-trnd/index.html,https://cdn.cnn.com/cnnnext/dam/assets/161123095738-dancing-with-the-stars-mirror-ball-trophy-season-23-super-tease.jpg
Defiant Mulvaney Rides Out Storm Over His Ukraine Comments,Michael Crowley and Maggie Haberman,The New York Times,"As he approaches his anniversary in the White House as acting chief of staff, Mick Mulvaney finds himself in a something of a netherworld.","He added, We found out that they think if Trump does it, its normal get over it.
The underlying tether that Mr. Trump is using to keep Mr. Mulvaney close, some advisers and former aides say, is a recognition that his scorched-earth farewells to other senior … [+1687 chars]",2019-10-19,https://www.nytimes.com/2019/10/18/us/politics/defiant-mulvaney-ukraine.html,https://static01.nyt.com/images/2019/10/18/us/politics/18dc-mulvaney/18dc-mulvaney-facebookJumbo.jpg
40 Inches of Snow in Montana: ‘It’s a February Storm in September’,Jim Robbins and Vanessa Swales,The New York Times,"A powerful winter storm socked much of the state with a wave of heavy snowfall on Sunday, breaking century-long daily records.","The snow drifts were so high, Ms. Barnett said, that when her 6-foot-tall husband went to feed their chickens, the snow reached his chest. 
When the snow goes over my knee-high snow boots, I know to just stop trying, she said.
For ranchers and farmers, the … [+1032 chars]",2019-09-29,https://www.nytimes.com/2019/09/29/us/montana-snowstorm.html,https://static01.nyt.com/images/2019/09/29/multimedia/29montana/merlin_161769306_8664ec07-88c4-4e5e-b01c-9f34908b2bc4-facebookJumbo.jpg
What to Know as Typhoon Hagibis Nears Japan,The New York Times,The New York Times,"With landfall just hours away, more than a million people were urged to evacuate as Japan braced for strong winds, storm surges and flash floods.","As Hagibis approached this week at one point the equivalent of a Category 5 hurricane, with 160 m.p.h. winds the Japanese authorities prepared for disruptions in the lives of millions of people. About 1.5 million people live below sea level in eastern parts o… [+1332 chars]",2019-10-12,https://www.nytimes.com/2019/10/12/world/asia/typhoon-hagibis.html,https://static01.nyt.com/images/2019/10/11/world/11typhoon/11typhoon-facebookJumbo.jpg
Aquatic hitchhikers might have taken a ride on Hurricane Dorian’s floodwaters,Justine Calma,The Verge,"Hurricane Dorian has passed, but people and ecosystems are still dealing with its fallout. In the wake of a major storm, it’s not just people who migrate. Plants and animals can hitch a ride on floodwaters, leading to the spread of invasive species.","Researchers are keeping an eye out for the Cuban treefrog to see if it spread to new areas thanks to Hurricane Dorian Hurricane Dorian has passed, but people and ecosystems are still dealing with its fallout. In the wake of a major storm, it’s not just people… [+6072 chars]",2019-10-02,https://www.theverge.com/2019/10/2/20895091/hurricane-dorian-flood-invasive-non-native-species,https://cdn.vox-cdn.com/thumbor/FVYbi2F1FIBzNnnpKDm2CZALyos=/0x174:2600x1535/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/19252981/1154255863.jpg.jpg
'Untitled Goose Game' takes the world by storm,,CNN,"A silly new video game is taking the world by storm as it skyrocketed to #1 just days after its release. Australian gaming company House House released ""Untitled Goose Game,"" which they say was initially created as a joke, and fans are loving the honking chao…",Chat with us in Facebook Messenger. Find out what's happening in the world as it unfolds.,2019-10-07,https://www.cnn.com/videos/business/2019/10/07/untitled-goose-game-fans-mxp-vpx.hln,https://cdn.cnn.com/cnnnext/dam/assets/190830161429-untitled-goose-game-super-tease.jpg
'I Have Rights:' How Undocumented Laborers Are Exploited During Disaster Recovery,"Yessenia Funes on Earther, shared by Andrew Couts to Gizmodo",Gizmodo.com,"Mario used to work. A lot. Twelve-hour workdays and seven-day workweeks are kind of the expectation when your job is to rebuild after a storm—and you’re undocumented. He hasn’t worked in about a year, though. Read more...","Mario used to work. A lot. Twelve-hour workdays and seven-day workweeks are kind of the expectation when your job is to rebuild after a stormand youre undocumented. He hasnt worked in about a year, though. 
When Hurricane Michael roared through Florida last … [+16762 chars]",2019-10-11,https://earther.gizmodo.com/i-have-rights-how-undocumented-laborers-are-exploited-1838922034,"https://i.kinja-img.com/gawker-media/image/upload/s--JYam4uh1--/c_fill,fl_progressive,g_center,h_900,q_80,w_1600/k6hyqysjidnqvw7jcbj9.png"
Typhoon Hagibis: Japan deploys military rescuers as deadly storm hits,https://www.facebook.com/bbcnews,BBC News,At least 18 people died after one of the strongest storms in years hit central Japan.,"Image copyrightReutersImage caption
 Some 27,000 military troops and other rescue crews have been deployed
Japan has deployed tens of thousands of troops and rescue workers after one of the strongest storms in years hit, killing at least 18 people. 
Typhoo… [+1156 chars]",2019-10-13,https://www.bbc.co.uk/news/world-asia-50032170,https://ichef.bbci.co.uk/news/1024/branded_news/FAE7/production/_109213246_mediaitem109213245.jpg
Hurricane Lorenzo Sets Record as Strongest Storm Observed So Far North and East in Atlantic,"Tom McKay on Earther, shared by Tom McKay to Gizmodo",Gizmodo.com,"Hurricane Lorenzo has set records as it blasts its way through the central Atlantic, becoming a category 5 hurricane on Saturday night before weakening back down to category 3 status by Sunday evening, CNN reported. Read more...","Hurricane Lorenzo has set records as it blasts its way through the central Atlantic, becoming a category 5 hurricane on Saturday night before weakening back down to category 3 status by Sunday evening, CNN reported.
The National Hurricane Center reported lat… [+3501 chars]",2019-09-30,https://earther.gizmodo.com/hurricane-lorenzo-sets-record-as-strongest-storm-on-rec-1838604479,"https://i.kinja-img.com/gawker-media/image/upload/s--B_LMcQr4--/c_fill,fl_progressive,g_center,h_900,q_80,w_1600/szcqhzscyxwsbmhmbaiw.jpg"
It's Bomb Cyclone Time for the Northeast,"Brian Kahn on Earther, shared by Andrew Couts to Gizmodo",Gizmodo.com,"Hurricane season may be winding down, but worry not, lovers of rapidly intensifying weather. Bomb cyclone season is upon us. Read more...","Hurricane season may be winding down, but worry not, lovers of rapidly intensifying weather. Bomb cyclone season is upon us.
Okay, so its not an official meteorological season, but storms that bomb out along the East Coast tend to happen in late fall through… [+2484 chars]",2019-10-16,https://earther.gizmodo.com/its-bomb-cyclone-time-for-the-northeast-1839104703,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/mf0azu5rcoxgzuam3rgn.gif"
Japan's bullet train tracks were flooded in Typhoon Hagibis,Sasha Lekach,Mashable,"Japan's nationwide high-speed train system, known as the Shinkansen, felt the brunt of the deadly cyclone Typhoon Hagibis after flooding, relentless rain, and mudslides. The railways run by the Japan Railway Company were battered by torrential downpours, as t…","Japan's nationwide high-speed train system, known as the Shinkansen, felt the brunt of the deadly cyclone Typhoon Hagibis after flooding, relentless rain, and mudslides.
The railways run by the Japan Railway Company were battered by torrential downpours, as … [+1561 chars]",2019-10-15,https://mashable.com/article/typhoon-hagibis-japan-bullet-trains-shinkansen/,https://mondrian.mashable.com/2019%252F10%252F15%252F03%252F5cec946017ef428fa3ca67daa292e2da.20302.jpg%252F1200x630.jpg?signature=afUyuzWDTP9qpIxRUQL0859_glY=
The second fall nor'easter in a week could become a bomb cyclone,"Jennifer Gray, CNN",CNN,"While coastal communities in New England are still recovering from costly beach erosion due to last week's coastal storm, another one could be on the way this week -- and it's expected to intensify rapidly.","(CNN)While coastal communities in New England are still recovering from costly beach erosion due to last week's coastal storm, another one could be on the way this week -- and it's expected to intensify rapidly. 
Some models are even suggesting this possible… [+1228 chars]",2019-10-15,https://www.cnn.com/2019/10/15/weather/noreaster-coastal-storm-northeast-bomb-cyclone/index.html,https://cdn.cnn.com/cnnnext/dam/assets/191015113531-weather-noreaster-precipitation-20191015-super-tease.jpg
Why Did Republicans Storm the Capitol? They’re Running Out of Options,The Editorial Board,The New York Times,"As more testimony is disclosed, it becomes clearer that President Trump’s only defense against impeachment is to distract from the facts.","He started out insisting that his July 25 phone call with President Volodymyr Zelensky of Ukraine, a central element of the impeachment inquiry, was perfect only to have the notes on the conversation released by the White House reveal that he had told Mr. Zel… [+1692 chars]",2019-10-24,https://www.nytimes.com/2019/10/23/opinion/impeachment-hearing-republicans.html,https://static01.nyt.com/images/2019/10/24/opinion/23gopWeb/23gopWeb-facebookJumbo.jpg
"Typhoon Perla leaves PAR, weakens into severe tropical storm - Rappler",,Rappler.com,"Typhoon Perla leaves PAR, weakens into severe tropical storm Rappler Pagasa monitors severe tropical storm outside PAR INQUIRER.net After Perla’s exit, PAGASA monitoring new storm outside PAR GMA News Typhoon Perla maintains strength, Bualoi outside PAR now s…",,2019-10-20,https://www.rappler.com/nation/special-coverage/weather-alert/243017-severe-tropical-storm-perla-pagasa-forecast-october-20-2019-11pm,https://assets.rappler.com/061351917C5E413DA643201BCE1FA099/img/CCCABB0A78D746C7ABF48551EB9167D5/20191020-perla-satellite-1030pm.jpg
"Hurricane Lorenzo Blasts the Azores, Sets Its Sights on Ireland","Brian Kahn on Earther, shared by Andrew Couts to Gizmodo",Gizmodo.com,"Hurricane Lorenzo, the weirdest storm of the Atlantic hurricane season, struck the Azores on Wednesday and is forecast to continue its jaunt across the eastern Atlantic toward Ireland. It could make a rare landfall there with hurricane-force winds and crippli…","Hurricane Lorenzo, the weirdest storm of the Atlantic hurricane season, struck the Azores on Wednesday and is forecast to continue its jaunt across the eastern Atlantic toward Ireland. It could make a rare landfall there with hurricane-force winds and crippli… [+3155 chars]",2019-10-02,https://earther.gizmodo.com/hurricane-lorenzo-blasts-the-azores-sets-its-sights-on-1838701583,"https://i.kinja-img.com/gawker-media/image/upload/s--BA6qVe3p--/c_fill,fl_progressive,g_center,h_900,q_80,w_1600/yvvelyoh5ueifwav1x3p.jpg"
Typhoon Hagibis Is Japan's Latest Multi-Billion-Dollar Disaster,"Brian Kahn on Earther, shared by Brian Kahn to Gizmodo",Gizmodo.com,"Typhoon Hagibis may now be a swirl of clouds near Alaska, but its impacts on Japan are still playing out. The country was walloped by the storm over the weekend, with some areas receiving 40 percent of their annual rain in the span of a few days. Read more...","Typhoon Hagibis may now be a swirl of clouds near Alaska, but its impacts on Japan are still playing out. The country was walloped by the storm over the weekend, with some areas receiving 40 percent of their annual rain in the span of a few days.
Floodwaters… [+2699 chars]",2019-10-14,https://earther.gizmodo.com/typhoon-hagibis-is-japans-latest-multi-billion-dollar-d-1839031449,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/m9xmi9fl8ck5pqgw6fun.jpg"
"Fortnite’s new island has already changed, just in time for Halloween",Andrew Webster,The Verge,"Just in time for Halloween, Epic has launched Fortnitemares, an event in which zombies invade the Fortnite island. In the process, they change things up in Chapter 2 for the very first time.","Fortnitemares returns in Chapter 2
Earlier this month, the entire Fortnite island was sucked into a black hole and replaced with a brand-new location, erasing two years worth of history in the process. Just a few weeks later, though, the new Fortnite island … [+1419 chars]",2019-10-29,https://www.theverge.com/2019/10/29/20937990/fortnite-chapter-2-fortnitemares-storm-king-zombies,https://cdn.vox-cdn.com/thumbor/-yY3OuCYlejnQ83_09ZspHFN2u8=/0x0:1591x833/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/19328081/Fortnite_20191029094712.jpg
Onyok now a typhoon - Rappler,,Rappler.com,Onyok now a typhoon Rappler Onyok now a severe tropical storm; 2 areas under signal no.1 ABS-CBN News Severe Tropical Storm 'Onyok' further intensifies – Pagasa INQUIRER.net Severe Tropical Storm Onyok continues to intensify Rappler Onyok slightly intensifies…,,2019-09-29,https://www.rappler.com/nation/special-coverage/weather-alert/241364-typhoon-onyok-pagasa-forecast-september-29-2019-11pm,https://assets.rappler.com/452BC0638E13403F949CB9441EAAE9FE/img/EDA60C60060047B0966F69E7271C0EDE/20190929-onyok-satellite-10pm.jpg
Manitoba Hydro tapping into ‘neighbour’ utilities to tackle storm damage - Global News,samzthompson,Globalnews.ca,Manitoba Hydro tapping into ‘neighbour’ utilities to tackle storm damage Global News Thousands still without power after snow storm hammers Manitoba CTV News Hydro works to restore power to 39000 homes Winnipeg Free Press Staggering Snowfall Totals Recorded D…,"Despite Manitoba Hydro crews working around the clock to restore power, over 37,000 remain in the dark as of Sunday morning.
Hydro’s Bruce Owen said that while Winnipeg is recovering with only 2,500 or so customers still without power the south central area … [+2875 chars]",2019-10-13,http://globalnews.ca/news/6027410/manitoba-hydro-storm-damage/,https://shawglobalnews.files.wordpress.com/2019/10/img_9435-e1570989265369.jpg?quality=70&strip=all&w=720&h=379&crop=1
Typhoon Hagibis in Photos,,The New York Times,"Raging rivers, monstrous waves and submerged buildings: we'll keep you updated with the latest pictures from the typhoon.","Oct. 12, 2019
Before Typhoon Hagibis landed in Japan on Saturday evening, the approaching storm pummeled the country, bringing landslides, violent winds, record rainfall and flooding. 
After the storm landed, the severe weather, evacuation orders and power … [+344 chars]",2019-10-12,https://www.nytimes.com/2019/10/12/world/asia/japan-typhoon-hagibis-photos.html,https://static01.nyt.com/images/2019/10/12/world/12typhoon-hagibis-photos-1/12typhoon-hagibis-photos-1-facebookJumbo.jpg
Thousands without power as storm rips through southern Manitoba - CTV News,Stephanie Tsicos,Ctvnews.ca,Thousands without power as storm rips through southern Manitoba CTV News Winter storm warnings in effect for potent system that threatens 50 cm of snow The Weather Network Slippery conditions send cars into ditches CTV News Ditching the beach for a winter cit…,"WINNIPEG -- Thousands of people are without power as a winter-like storm tears through southern Manitoba.
As of 3 p.m. Thursday nearly 13,000 Manitoba Hydro customers were in the dark, but the Crown corporation said it has been ready all week.
We started ge… [+1548 chars]",2019-10-10,https://winnipeg.ctvnews.ca/thousands-without-power-as-storm-rips-through-southern-manitoba-1.4633422,https://www.ctvnews.ca/polopoly_fs/1.4633431.1570742105!/httpImage/image.jpg_gen/derivatives/landscape_620/image.jpg
Hezbollah vows it will overcome American sanctions,,CNN,"It fought the Israelis, it's fighting in Syria and, if called upon, will fight on behalf of its main ally, Iran. The Lebanese militant group Hezbollah has a fighting force with decades of experience and projects a message of defiance that they will weather th…",Chat with us in Facebook Messenger. Find out what's happening in the world as it unfolds.,2019-10-06,https://www.cnn.com/videos/world/2019/10/06/hezbollah-american-sanctions-wedeman-pkg-vpx.cnn,https://cdn.cnn.com/cnnnext/dam/assets/191006135442-hizballah-drone-wedeman-pkg-super-tease.jpg
"Pigs were spotted using tools for the first time, a new study says","Scottie Andrew, CNN",CNN,"Pigs aren't heralded for their intelligence, but swine are smarter than they seem. They're test subjects in studies that lead to life-saving discoveries. They're reliable and beloved therapy animals. Thirty to 50 of them took Twitter by storm earlier this yea…","(CNN)Pigs aren't heralded for their intelligence, but swine are smarter than they seem. They're test subjects in studies that lead to life-saving discoveries.They're reliable and beloved therapy animals. Thirty to 50 of them took Twitter by storm earlier this… [+3400 chars]",2019-10-06,https://www.cnn.com/2019/10/06/us/pigs-use-tools-study-scn-trnd/index.html,https://cdn.cnn.com/cnnnext/dam/assets/191004165520-pigs-use-tools-super-tease.jpg
A Record-Setting Blizzard Is Set to Blast the Midwest,"Brian Kahn on Earther, shared by Andrew Couts to Gizmodo",Gizmodo.com,The Midwest is skipping fall and heading right to winter to end the week. Read more...,"The Midwest is skipping fall and heading right to winter to end the week. 
A potentially record-setting blizzard is bearing down on the region and could dump snow from Colorado to Minnesota. The Dakotas sit near the epicenter of the storm and could see up to… [+2968 chars]",2019-10-10,https://earther.gizmodo.com/a-record-setting-blizzard-is-set-to-blast-the-midwest-1838949345,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/yz9suye05y2mrhv24uzm.gif"
Trump impeachment: Republicans storm secure hearing - BBC News,https://www.facebook.com/bbcnews,Bbc.com,"Trump impeachment: Republicans storm secure hearing BBC News Chaos as Republicans storm impeachment inquiry deposition CNN Trump’s lawyers claim the president is an elected king The Washington Post Faced with the most damning impeachment testimony yet, Republ…","Media captionChaotic scenes as Republicans storm impeachment deposition
US Republicans have stormed a high-security impeachment inquiry into Donald Trump, forcing a witness to delay her testimony by five hours.
The Republicans chanted ""let us in"" as they fo… [+3593 chars]",2019-10-24,https://www.bbc.com/news/world-us-canada-50166577,https://ichef.bbci.co.uk/images/ic/1024x576/p07rv82x.jpg
"First Nations displaced by storm share concerns, frustrations with Scheer campaign - Global News",Staff,Globalnews.ca,"First Nations displaced by storm share concerns, frustrations with Scheer campaign Global News 'He should be helping out': Frustration erupts among snowstorm evacuees as Scheer campaigns in Winnipeg CBC.ca First Nations displaced by storm share concerns with …","Families forced to flee the Lake Manitoba First Nation are expressing frustration around evacuation efforts following a recent snowstorm that’s left thousands of people in the province without electricity for days.
Babies and seniors alike were crowded into … [+3964 chars]",2019-10-14,http://globalnews.ca/news/6030836/first-nations-manitoba-snowstorm-scheer/,https://shawglobalnews.files.wordpress.com/2019/10/ajw11324357.jpg?quality=70&strip=all&w=720&h=379&crop=1
